Task_ID,Task_Date,Machine_ID,Machine_Type,Machine_Age_yrs,Machine_Maintenance_Status,Operator_ID,Operator_Skill,Operator_Fatigue_Level,Task_Type,Task_Volume,Load_Weight_tons,Travel_Distance_m,Fuel_Consumption_L,Idle_Time_during_task_min,Site_Terrain,Site_Condition,Weather,Temperature_C,Humidity_Percent,Visibility,Shift_Time,Estimated_Time_min,Breakdown_During_Task,Delay_Reason,Actual_Time_min,Time_Deviation_Percent
TASK00532,2025-08-14,MC1008,Bulldozer,8,Good,OP1006,Beginner,3.0,Earth Excavation,129.3,1.49,257.1,3.03,5.2,Muddy,Wet,Clear,31.2,57.7,Good,Afternoon,79.3,No,None,158.1,99.37
TASK00533,2025-08-28,MC1009,Bulldozer,9,Due Soon,OP1009,Intermediate,1.0,Grading,451.6,3.22,522.4,9.48,5.3,Rolling,Normal,Clear,30.7,43.6,Good,Morning,217.2,No,None,258.1,18.83
TASK00534,2025-04-16,MC1001,Excavator,1,Good,OP1001,Beginner,,Grading,645.4,4.8,479.1,10.15,9.1,Flat,,Cloudy,27.1,64.7,Good,Afternoon,304.4,No,Material Availability,370.3,21.65
TASK00535,2025-01-04,MC1005,Loader,6,Good,OP1020,Expert,4.8,Trenching,115.4,,736.7,3.5,10.0,Rocky,Normal,Cloudy,31.9,72.6,Poor,Morning,93.5,No,Site Condition,180.4,92.94
TASK00536,2025-10-25,MC1003,Excavator,4,Good,OP1013,Intermediate,3.4,Material Loading,401.9,8.39,406.5,9.22,11.0,Rolling,Normal,Clear,25.0,57.0,Good,Morning,162.7,No,None,200.4,23.17
TASK00537,2025-05-20,MC1009,Bulldozer,9,Good,OP1019,Expert,1.4,Trenching,292.3,2.63,601.2,7.3,10.4,Rolling,Loose,Clear,27.4,53.8,Good,Morning,213.8,No,None,257.1,20.25
TASK00538,2025-03-27,MC1010,Excavator,10,Good,OP1013,Intermediate,1.0,Demolition,56.4,0.83,282.0,1.76,25.5,Muddy,Normal,Clear,22.9,59.1,Good,Morning,62.0,No,None,119.6,92.9
TASK00539,2025-09-13,MC1010,Excavator,10,Due Soon,OP1003,Beginner,4.8,Trenching,59.3,0.5,286.2,2.1,15.9,Rolling,Loose,Hot,,30.0,Good,Night,55.3,Yes,Equipment Fault,196.5,255.33
TASK00540,2025-07-24,MC1010,Excavator,10,Good,OP1007,Intermediate,1.4,Trenching,179.9,1.24,729.2,5.03,5.9,Flat,Dry,Hot,29.9,52.4,Good,Morning,137.3,No,None,172.6,25.71
TASK00541,2025-04-16,MC1001,Excavator,1,Overdue,OP1019,Expert,3.6,Earth Excavation,118.5,1.19,278.1,2.78,19.9,Flat,Dry,Windy,25.6,45.9,Good,Afternoon,73.6,No,None,97.3,32.2
TASK00542,2025-05-10,MC1010,Excavator,10,Good,OP1002,Beginner,1.0,Material Loading,582.2,14.93,198.7,17.07,14.2,Rolling,Wet,Clear,25.1,66.6,Good,Morning,231.2,No,None,368.7,59.47
TASK00543,2025-12-07,MC1005,Loader,6,Good,OP1016,Expert,2.7,Material Loading,552.0,6.17,273.3,8.85,19.4,Flat,Muddy,Clear,27.3,77.5,Good,Morning,219.8,No,None,280.6,27.66
TASK00544,2025-04-20,MC1006,Loader,3,Good,OP1011,Intermediate,4.3,Grading,720.5,3.59,761.3,9.86,21.1,Rocky,Wet,Clear,33.9,70.1,Good,Afternoon,338.2,No,None,572.6,69.31
TASK00545,2025-12-23,MC1007,Bulldozer,7,Due Soon,OP1014,Expert,4.1,Trenching,159.7,1.15,326.0,4.15,26.2,Rocky,Wet,Rainy,25.2,71.4,Moderate,Afternoon,123.6,No,None,212.8,72.17
TASK00546,2025-05-20,MC1006,Loader,3,Good,OP1008,Intermediate,10.0,Earth Excavation,165.4,2.12,449.9,3.73,11.9,Steep,,Cloudy,25.5,66.3,Good,Night,98.0,No,None,201.6,105.71
TASK00547,2025-10-16,MC1002,Excavator,2,Good,OP1007,Intermediate,6.2,Material Loading,248.6,2.74,778.3,6.11,44.1,,Muddy,Rainy,21.5,75.2,Poor,Morning,104.5,No,None,280.0,167.94
TASK00548,2025-03-04,MC1005,Loader,6,Due Soon,OP1001,Beginner,6.3,Trenching,245.5,1.9,701.9,5.31,7.9,Rolling,Muddy,Clear,28.0,65.6,Moderate,Afternoon,181.9,No,None,361.2,98.57
TASK00549,2025-11-17,MC1002,Excavator,2,Overdue,OP1017,Expert,4.6,Earth Excavation,212.2,3.8,426.0,5.42,17.9,Rocky,Dry,Clear,25.9,46.3,,Night,122.3,No,None,171.5,40.23
TASK00550,2025-07-25,MC1006,Loader,3,Good,OP1008,Intermediate,1.0,Material Loading,561.6,10.02,430.2,13.6,14.3,Rolling,Normal,Hot,42.4,47.1,Poor,Morning,223.4,No,None,382.5,71.22
TASK00551,2025-03-06,MC1009,Bulldozer,9,Good,OP1002,Beginner,2.6,Material Loading,126.9,1.41,342.7,3.39,14.1,Rocky,Loose,Clear,25.7,83.0,Moderate,Afternoon,58.2,No,None,128.9,121.48
TASK00552,2025-11-06,MC1005,Loader,6,Overdue,OP1001,Beginner,1.0,Trenching,142.5,1.12,240.6,2.95,2.6,Rocky,Normal,Clear,32.2,50.5,Moderate,Morning,111.9,No,None,181.8,62.47
TASK00553,2025-11-21,MC1002,Excavator,2,Due Soon,OP1020,Expert,3.0,Earth Excavation,392.7,,157.2,7.53,,Flat,Loose,Clear,29.4,,Poor,Morning,216.2,No,None,269.1,24.47
TASK00554,2025-12-14,MC1007,Bulldozer,7,Good,OP1018,Expert,4.2,Grading,771.2,6.59,760.0,14.85,9.3,Muddy,Wet,Cloudy,33.7,60.5,Good,Afternoon,361.0,No,,542.0,50.14
TASK00555,2025-03-11,MC1006,Loader,3,Good,OP1018,Expert,5.9,Demolition,141.8,0.66,515.3,3.1,61.9,Flat,Wet,Clear,29.7,25.0,Moderate,Night,128.6,No,None,215.1,67.26
TASK00556,2025-01-01,MC1004,Loader,5,Good,OP1007,Intermediate,4.4,Demolition,67.8,0.5,229.1,1.53,29.1,Steep,Wet,Clear,32.5,69.3,Good,Morning,70.9,No,None,116.5,64.32
TASK00557,2025-12-02,MC1009,Bulldozer,9,Good,OP1020,Expert,7.8,Grading,265.6,0.66,829.7,6.9,13.6,,Normal,Hot,41.2,46.3,,Afternoon,133.5,No,None,204.7,53.33
TASK00558,2025-11-07,MC1010,Excavator,10,Overdue,OP1006,Beginner,3.9,Grading,855.0,4.99,808.3,17.06,1.9,Rocky,Normal,Clear,27.1,59.7,Good,Afternoon,398.7,No,None,776.1,94.66
TASK00559,2025-09-12,MC1001,Excavator,1,Good,OP1006,Beginner,2.9,Material Loading,256.6,3.87,298.7,5.61,18.1,Muddy,Dry,Windy,26.1,46.2,Moderate,Morning,107.5,No,None,197.1,83.35
TASK00560,2025-02-10,MC1006,Loader,3,Good,OP1012,Intermediate,3.7,Earth Excavation,164.4,1.89,613.8,4.22,4.5,Flat,Muddy,Windy,28.8,69.4,Poor,,97.5,No,None,161.7,65.85
TASK00561,2025-02-24,MC1007,Bulldozer,7,Due Soon,OP1001,Beginner,1.4,Earth Excavation,405.8,4.04,178.0,9.44,5.8,Flat,Normal,Clear,33.5,66.2,Moderate,Afternoon,223.0,No,None,301.1,35.02
TASK00562,2025-02-15,MC1010,Excavator,10,Overdue,OP1020,Expert,3.7,Material Loading,267.0,5.92,232.3,9.19,8.3,Rocky,Dry,Clear,24.6,74.9,Good,Afternoon,111.5,No,None,188.1,68.7
TASK00563,2025-09-03,MC1008,Bulldozer,8,Due Soon,OP1016,Expert,4.8,Demolition,52.7,0.65,,2.07,18.5,Flat,Normal,Clear,,69.1,Moderate,Afternoon,59.1,No,None,84.5,42.98
TASK00564,2025-06-26,MC1007,Bulldozer,7,Good,OP1010,Intermediate,2.3,Trenching,270.2,1.81,567.9,6.81,,Muddy,Loose,Windy,26.9,41.1,Moderate,Morning,198.7,No,Material Availability,372.3,87.37
TASK00565,2025-09-26,MC1006,Loader,3,Good,OP1019,Expert,4.1,Earth Excavation,151.4,2.2,165.3,3.28,,Muddy,Dry,Rainy,23.2,82.3,Good,Night,90.7,Yes,Equipment Fault,286.0,215.33
TASK00566,2025-09-14,MC1009,Bulldozer,9,Good,OP1016,Expert,1.0,Material Loading,259.2,5.27,397.5,7.62,75.0,Flat,Muddy,Windy,24.7,65.0,Moderate,Morning,108.5,No,None,234.5,116.13
TASK00567,2025-04-14,MC1004,Loader,5,Due Soon,OP1010,Intermediate,5.3,Material Loading,334.1,4.43,255.8,6.64,,Rocky,Normal,Clear,21.6,66.9,Moderate,Afternoon,137.0,No,,219.7,60.36
TASK00568,2025-05-27,MC1004,Loader,5,Good,OP1020,Expert,8.5,Trenching,239.0,1.38,,3.91,17.2,Flat,Normal,Rainy,21.6,80.0,Good,Night,177.5,No,None,276.1,55.55
TASK00569,2025-09-02,MC1001,Excavator,1,Good,OP1018,Expert,4.3,Grading,876.0,2.47,658.6,10.95,15.5,Rolling,Wet,Clear,23.6,79.6,Moderate,Afternoon,408.2,No,None,509.3,24.77
TASK00570,2025-03-19,MC1008,Bulldozer,8,Good,OP1002,Beginner,2.2,Trenching,162.4,2.0,415.3,4.79,1.7,Rocky,Muddy,Clear,26.5,50.8,Moderate,Morning,125.4,No,None,216.1,72.33
TASK00571,2025-12-05,MC1005,Loader,6,Good,OP1011,Intermediate,2.2,Grading,680.9,5.93,1388.9,13.86,1.4,Rocky,Normal,Hot,34.2,44.9,,Afternoon,320.4,No,None,497.5,55.27
TASK00572,2025-10-11,MC1008,Bulldozer,8,Due Soon,OP1006,Beginner,4.8,Earth Excavation,253.8,2.8,369.7,5.67,12.7,Rocky,Normal,Clear,29.8,47.9,Good,Afternoon,144.0,No,None,251.7,74.79
TASK00573,2025-05-20,MC1006,Loader,3,Due Soon,OP1004,Beginner,2.1,Earth Excavation,292.6,4.63,246.2,6.71,6.6,,Normal,Rainy,23.7,76.1,Good,Morning,164.2,No,,260.5,58.65
TASK00574,2025-07-22,MC1005,Loader,6,Good,OP1019,Expert,5.9,Demolition,186.1,2.15,191.4,3.97,24.3,Rolling,Normal,Rainy,20.4,88.3,Moderate,Afternoon,163.1,No,None,249.2,52.79
TASK00575,2025-01-07,MC1004,Loader,5,Due Soon,OP1018,Expert,4.3,Material Loading,308.1,,398.8,6.22,16.4,Rocky,Dry,Cloudy,28.2,59.9,Moderate,Afternoon,127.1,No,None,301.8,137.45
TASK00576,2025-11-22,MC1009,Bulldozer,9,Due Soon,OP1019,Expert,1.5,Grading,894.0,5.63,524.2,18.91,14.5,Muddy,Wet,Cloudy,23.0,62.4,Good,Morning,416.3,No,None,588.9,41.46
TASK00577,2025-03-19,MC1008,Bulldozer,8,Due Soon,OP1014,Expert,4.0,Grading,898.4,4.21,417.3,18.9,9.5,Muddy,Normal,Rainy,28.4,69.0,Good,Morning,418.3,No,None,672.8,60.84
TASK00578,2025-04-10,MC1008,Bulldozer,8,Due Soon,OP1013,Intermediate,4.0,Trenching,108.1,0.97,675.7,3.66,1.1,Rolling,Dry,Clear,27.7,,Moderate,Morning,88.5,No,None,118.8,34.24
TASK00579,2025-06-28,MC1001,Excavator,1,Good,OP1012,Intermediate,3.8,Demolition,115.4,1.21,310.1,2.49,15.9,Rolling,,Clear,26.0,58.9,Poor,Afternoon,108.0,No,Weather,190.8,76.67
TASK00580,2025-08-17,MC1002,Excavator,2,Good,OP1009,Intermediate,2.6,Grading,1212.9,2.74,553.0,15.07,16.5,Rocky,Normal,Clear,28.1,45.6,Good,Morning,559.8,No,None,745.7,33.21
TASK00581,2025-12-22,MC1007,Bulldozer,7,Good,OP1006,Beginner,1.0,Trenching,216.2,2.04,339.1,4.39,6.9,Rolling,,Clear,32.4,73.4,Good,Afternoon,162.0,No,None,230.1,42.04
TASK00582,2025-08-19,MC1004,Loader,5,Good,OP1005,Beginner,4.8,Demolition,152.2,1.63,154.3,2.94,27.7,Flat,Muddy,Windy,23.2,68.8,Good,Afternoon,136.7,No,Weather,267.3,95.54
TASK00583,2025-07-24,MC1004,Loader,5,Due Soon,OP1001,Beginner,4.0,Demolition,106.2,1.02,171.8,2.03,33.5,Rolling,,Windy,30.5,59.3,Good,Afternoon,100.8,No,None,226.8,125.0
TASK00584,2025-12-26,MC1005,Loader,6,Good,OP1013,Intermediate,3.9,Earth Excavation,336.5,3.49,160.0,5.82,15.0,,Muddy,Clear,28.7,42.9,Good,Morning,187.0,No,None,293.4,56.9
TASK00585,2025-10-18,MC1010,Excavator,10,Due Soon,OP1018,Expert,1.0,Trenching,215.9,2.37,426.1,5.38,2.9,Flat,Normal,Clear,27.1,49.8,Good,Morning,161.8,No,None,181.7,12.3
TASK00586,2025-08-29,MC1007,Bulldozer,7,Good,OP1011,Intermediate,1.8,Demolition,97.5,1.02,,2.99,11.9,Rolling,Loose,Cloudy,26.3,60.1,Good,Morning,94.1,No,None,134.0,42.4
TASK00587,2025-05-15,MC1004,Loader,5,Due Soon,OP1019,Expert,4.7,Trenching,195.7,,221.6,3.06,7.6,Rolling,Wet,Rainy,,85.6,Good,Night,148.1,No,None,238.5,61.04
TASK00588,2025-05-26,MC1001,Excavator,1,Good,OP1008,Intermediate,1.0,Trenching,302.4,1.02,250.3,4.1,4.6,Muddy,Dry,Clear,29.5,54.7,,Morning,220.6,No,None,313.0,41.89
TASK00589,2025-11-23,MC1009,Bulldozer,9,Good,OP1008,Intermediate,1.0,Trenching,224.4,2.6,428.8,6.08,8.0,Flat,Normal,Clear,33.8,75.8,Good,Morning,167.6,No,None,228.5,36.34
TASK00590,2025-09-23,MC1004,Loader,5,Due Soon,OP1001,Beginner,7.4,Grading,588.2,5.21,1108.6,12.98,5.1,Flat,,Rainy,20.5,89.9,Good,Afternoon,278.7,No,None,537.1,92.72
TASK00591,2025-07-15,MC1003,Excavator,4,Good,OP1007,Intermediate,,Earth Excavation,391.4,5.51,520.0,9.23,,Flat,Wet,Windy,26.2,72.9,Good,Morning,215.5,No,None,282.1,30.9
TASK00592,2025-09-21,MC1010,Excavator,10,Good,OP1012,Intermediate,4.0,Trenching,273.9,2.95,494.6,7.14,10.8,Rocky,Normal,Clear,28.5,66.8,Good,Morning,201.3,No,None,294.2,46.15
TASK00593,2025-01-24,MC1002,Excavator,2,Good,OP1009,Intermediate,4.7,Trenching,85.9,0.79,635.4,2.92,4.0,Rocky,Normal,Clear,35.2,67.3,Moderate,Afternoon,73.4,No,Weather,152.5,107.77
TASK00594,2025-10-12,MC1002,Excavator,2,Due Soon,OP1013,Intermediate,3.0,Grading,570.1,3.56,393.8,9.54,12.7,Flat,Dry,Rainy,28.3,82.0,Good,Morning,270.5,No,None,362.9,34.16
TASK00595,2025-01-19,MC1005,Loader,6,Good,OP1018,Expert,4.8,Demolition,154.4,1.49,190.8,3.04,12.6,Flat,Normal,Rainy,25.9,83.1,Good,Night,138.4,No,None,194.9,40.82
TASK00596,2025-04-08,MC1007,Bulldozer,7,Overdue,OP1016,Expert,2.5,Material Loading,165.8,3.54,264.1,5.72,22.9,,Loose,Cloudy,25.3,64.3,Good,Morning,73.0,Yes,Equipment Fault,228.9,213.56
TASK00597,2025-11-18,MC1007,Bulldozer,7,Overdue,OP1015,Expert,2.4,Grading,495.4,4.89,377.0,,12.3,Muddy,Normal,Clear,25.1,42.8,Good,Morning,236.9,No,None,369.2,55.85
TASK00598,2025-12-26,MC1010,Excavator,10,Good,OP1007,Intermediate,3.2,Earth Excavation,89.7,1.51,312.3,3.02,15.2,Flat,Wet,Cloudy,,63.3,Good,Morning,58.7,No,None,88.7,51.11
TASK00599,2025-08-07,MC1007,Bulldozer,7,Due Soon,OP1001,Beginner,7.7,Material Loading,464.8,6.45,290.1,,25.3,Rolling,Muddy,Hot,38.0,52.3,Moderate,Night,186.6,No,None,414.6,122.19
TASK00600,2025-01-25,MC1007,Bulldozer,7,Good,OP1005,Beginner,2.8,Material Loading,503.6,8.94,398.2,14.63,48.5,Rolling,Muddy,Windy,24.4,66.7,Good,Morning,201.4,No,None,430.9,113.95
TASK00601,2025-08-01,MC1005,Loader,6,Good,OP1020,Expert,6.4,Demolition,192.8,2.21,178.7,4.34,12.7,Muddy,Muddy,Hot,35.0,43.8,Good,Night,168.4,No,None,262.5,55.88
TASK00602,2025-05-16,MC1009,Bulldozer,9,Good,OP1007,Intermediate,2.7,Material Loading,446.8,4.27,270.5,9.22,7.6,Flat,Wet,Windy,29.9,62.5,Moderate,Morning,179.8,Yes,Equipment Fault,373.5,107.73
TASK00603,2025-02-28,MC1006,Loader,3,Good,OP1007,Intermediate,4.9,Material Loading,302.0,6.46,566.2,6.94,67.9,Rocky,Normal,Windy,33.1,71.9,Good,Afternoon,124.7,No,None,256.9,106.01
TASK00604,2025-02-22,MC1004,Loader,5,Good,OP1018,Expert,1.0,Demolition,168.9,1.52,255.7,3.16,3.2,Steep,Loose,Rainy,25.2,94.5,Poor,Morning,149.7,No,None,199.3,33.13
TASK00605,2025-01-31,MC1003,Excavator,4,Good,OP1012,Intermediate,3.1,Earth Excavation,390.2,2.65,240.2,6.16,5.8,Flat,Loose,Hot,36.3,40.3,Moderate,Morning,214.9,No,Material Availability,301.4,40.25
TASK00606,2025-04-17,MC1005,Loader,6,Due Soon,OP1013,Intermediate,1.0,Earth Excavation,380.6,3.85,335.1,7.81,5.8,Rocky,Normal,Rainy,25.2,68.6,Good,Afternoon,209.9,No,None,326.7,55.65
TASK00607,2025-06-12,MC1008,Bulldozer,8,Good,OP1004,Beginner,3.5,Demolition,164.2,1.71,216.0,3.74,18.0,Rocky,Dry,Clear,33.4,55.6,Good,Morning,146.1,No,None,210.7,44.22
TASK00608,2025-08-27,MC1006,Loader,3,Good,OP1011,Intermediate,2.7,Earth Excavation,435.2,7.51,211.0,8.5,7.5,Rolling,Dry,Clear,35.5,44.4,Good,Morning,238.3,No,None,299.3,25.6
TASK00609,2025-01-05,MC1003,Excavator,4,Good,OP1004,Beginner,2.9,Grading,335.7,2.25,387.0,5.51,6.8,Rocky,Muddy,Clear,,58.5,Moderate,Morning,165.1,No,None,273.5,65.66
TASK00610,2025-08-05,MC1008,Bulldozer,8,Due Soon,OP1011,Intermediate,7.2,Demolition,123.9,0.9,,3.48,17.2,,Normal,Clear,28.6,67.8,Good,Afternoon,114.7,No,None,177.6,54.84
TASK00611,2025-01-03,MC1009,Bulldozer,9,Due Soon,OP1014,Expert,3.1,Material Loading,406.5,6.39,249.5,11.66,22.1,Steep,Normal,Hot,,47.4,Good,Morning,164.5,Yes,Equipment Fault,310.6,88.81
TASK00612,2025-11-21,MC1006,Loader,3,Overdue,OP1015,Expert,3.2,Material Loading,200.2,3.15,225.9,4.36,42.4,Flat,Muddy,Clear,26.0,39.5,Moderate,Afternoon,86.1,No,Material Availability,163.8,90.24
TASK00613,2025-08-27,MC1010,Excavator,10,Due Soon,OP1019,Expert,5.3,Demolition,59.4,0.5,188.2,1.86,74.9,Rolling,Normal,Rainy,24.8,73.5,Moderate,Afternoon,64.4,No,None,156.4,142.86
TASK00614,2025-06-22,MC1005,Loader,6,Good,OP1007,Intermediate,8.0,Grading,598.8,2.86,353.2,8.64,21.7,Flat,Normal,Cloudy,26.8,51.3,Moderate,Night,283.5,No,None,417.5,47.27
TASK00615,2025-12-06,MC1005,Loader,6,Good,OP1004,Beginner,7.5,Earth Excavation,406.9,8.18,397.7,7.93,12.2,Rocky,Wet,Clear,29.1,47.9,,Night,223.6,No,None,441.1,97.27
TASK00616,2025-07-27,MC1006,Loader,3,Good,OP1017,Expert,6.2,Grading,223.7,0.67,559.2,3.8,9.2,Muddy,Normal,Cloudy,25.3,62.0,Moderate,Afternoon,114.7,No,None,169.5,47.78
TASK00617,2025-08-28,MC1001,Excavator,1,Good,OP1009,Intermediate,5.1,Earth Excavation,330.3,2.21,221.5,5.05,8.8,Flat,Normal,Clear,29.6,60.5,Moderate,Morning,183.8,No,None,237.9,29.43
TASK00618,2025-03-23,MC1004,Loader,5,Due Soon,OP1015,Expert,1.0,Trenching,82.6,0.5,312.1,1.86,7.8,Rolling,Normal,Hot,34.0,53.4,Good,Afternoon,71.2,No,Material Availability,99.3,39.47
TASK00619,2025-04-14,MC1002,Excavator,2,Good,OP1007,Intermediate,3.9,Material Loading,188.4,2.82,244.3,4.45,15.7,Muddy,Wet,Clear,28.9,75.2,Moderate,Morning,81.6,No,None,148.1,81.5
TASK00620,2025-03-13,MC1009,Bulldozer,9,Due Soon,OP1014,Expert,4.2,Demolition,121.9,1.4,253.8,3.07,8.5,Rolling,Wet,Windy,29.6,64.5,Moderate,Morning,113.1,No,,203.0,79.49
TASK00621,2025-08-13,MC1002,Excavator,2,Due Soon,OP1004,Beginner,4.5,Grading,471.6,1.29,665.6,7.89,10.3,,Wet,Cloudy,24.8,78.1,Good,Afternoon,226.2,No,None,333.0,47.21
TASK00622,2025-02-14,MC1007,Bulldozer,7,Due Soon,OP1012,Intermediate,,Grading,557.1,2.51,1174.9,12.72,17.6,Rolling,Wet,Cloudy,25.9,59.5,Good,Afternoon,264.7,No,None,412.8,55.95
TASK00623,2025-01-09,MC1002,Excavator,2,Due Soon,OP1009,Intermediate,5.8,Material Loading,438.4,10.4,248.7,11.35,18.8,Rolling,Dry,Cloudy,27.9,62.2,Moderate,Night,176.6,No,None,314.5,78.09
TASK00624,2025-12-23,MC1008,Bulldozer,8,Due Soon,OP1012,Intermediate,,Demolition,119.8,1.66,179.5,3.47,52.8,Muddy,Loose,Clear,29.9,78.4,Moderate,Night,111.5,No,None,241.9,116.95
TASK00625,2025-04-25,MC1005,Loader,6,Good,OP1013,Intermediate,4.8,Grading,716.8,1.72,691.7,10.48,14.6,Muddy,Dry,Hot,34.6,44.0,Good,Night,336.6,No,None,495.5,47.21
TASK00626,2025-09-11,MC1002,Excavator,2,Good,OP1013,Intermediate,1.2,Earth Excavation,106.0,2.12,207.3,2.6,4.0,Flat,Loose,Hot,38.5,50.9,Good,Morning,67.1,No,Material Availability,136.6,103.58
TASK00627,2025-07-21,MC1005,Loader,6,Due Soon,OP1002,Beginner,3.5,Demolition,76.8,1.21,546.6,2.89,23.0,Rocky,Normal,Rainy,24.0,77.0,Moderate,Morning,77.9,No,None,167.9,115.53
TASK00628,2025-08-16,MC1008,Bulldozer,8,Good,OP1016,Expert,2.6,Grading,447.8,4.15,,10.19,5.5,Steep,Dry,Cloudy,31.7,75.3,Good,Morning,215.5,No,None,255.0,18.33
TASK00629,2025-11-28,MC1009,Bulldozer,9,Overdue,OP1010,Intermediate,3.5,Material Loading,243.6,4.01,415.8,8.61,10.5,Flat,Muddy,Rainy,22.5,74.3,Moderate,Night,102.6,No,None,224.6,118.91
TASK00630,2025-07-28,MC1008,Bulldozer,8,Good,OP1002,Beginner,2.8,Trenching,122.7,0.99,384.6,,22.9,Rolling,Wet,Windy,25.7,37.9,Good,Morning,98.5,No,None,168.0,70.56
TASK00631,2025-02-02,MC1002,Excavator,2,Good,OP1004,Beginner,6.1,Trenching,190.9,1.06,396.9,3.53,1.8,Rolling,,Hot,33.4,52.2,Moderate,Afternoon,144.8,No,None,258.5,78.52
TASK00632,2025-10-25,MC1008,Bulldozer,8,Good,OP1011,Intermediate,3.6,Earth Excavation,191.8,3.7,207.6,5.1,5.1,Rolling,Loose,Clear,30.1,68.0,Moderate,,111.7,No,None,165.0,47.72
TASK00633,2025-01-16,MC1009,Bulldozer,9,Good,OP1010,Intermediate,5.7,Demolition,91.8,1.21,218.3,2.76,24.9,Steep,Normal,Hot,,56.9,Good,Afternoon,89.6,No,None,170.9,90.74
TASK00634,2025-11-26,MC1001,Excavator,1,Due Soon,OP1012,Intermediate,3.5,Trenching,99.0,0.5,856.1,3.07,3.9,Steep,Normal,Cloudy,24.3,70.4,Good,Night,82.3,No,None,114.9,39.61
TASK00635,2025-01-18,MC1006,Loader,3,Due Soon,OP1001,Beginner,6.7,Grading,376.0,3.29,801.2,8.05,5.7,Rocky,Muddy,Rainy,,84.8,Moderate,Morning,183.2,No,None,388.0,111.79
TASK00636,2025-03-08,MC1006,Loader,3,Good,OP1006,Beginner,,Grading,662.3,5.37,962.8,11.0,,Flat,Normal,Clear,26.9,60.5,Moderate,Afternoon,312.0,No,None,487.2,56.15
TASK00637,2025-03-05,MC1002,Excavator,2,Good,OP1017,Expert,5.4,Earth Excavation,243.0,3.92,,5.11,9.0,Steep,Normal,Clear,32.7,28.2,Moderate,Afternoon,138.3,No,None,183.8,32.9
TASK00638,2025-07-22,MC1001,Excavator,1,Due Soon,OP1001,Beginner,6.2,Earth Excavation,391.1,5.47,194.5,7.44,22.9,Rocky,Loose,Clear,31.1,66.6,Poor,Night,215.4,Yes,Equipment Fault,582.2,170.29
TASK00639,2025-05-09,MC1008,Bulldozer,8,Due Soon,OP1020,Expert,3.8,Demolition,188.8,1.32,264.1,3.91,33.9,Flat,Normal,Cloudy,23.2,58.1,Poor,Morning,165.2,No,None,207.3,25.48
TASK00640,2025-10-11,MC1008,Bulldozer,8,Good,OP1001,Beginner,3.3,Grading,783.4,2.22,2063.2,15.61,2.3,Flat,,Cloudy,24.8,77.6,Poor,Afternoon,366.5,No,None,711.5,94.13
TASK00641,2025-11-08,MC1004,Loader,5,Due Soon,OP1007,Intermediate,1.1,Trenching,288.5,2.06,432.6,5.37,1.1,Rocky,,Windy,,63.7,Good,Morning,211.2,No,None,325.6,54.17
TASK00642,2025-02-08,MC1010,Excavator,10,Good,OP1020,Expert,,Earth Excavation,88.4,1.35,297.0,2.91,10.8,Steep,Muddy,Windy,30.0,58.2,Good,Morning,58.0,No,None,101.9,75.69
TASK00643,2025-12-05,MC1005,Loader,6,Overdue,OP1016,Expert,4.2,Trenching,80.2,0.5,902.9,3.49,16.8,Muddy,,Cloudy,28.1,56.7,Moderate,Morning,69.6,No,,115.4,65.8
TASK00644,2025-10-09,MC1009,Bulldozer,9,Overdue,OP1013,Intermediate,5.7,Grading,347.5,0.78,327.5,7.04,11.5,Flat,Normal,Rainy,22.9,79.8,,Night,170.4,No,None,325.9,91.26
TASK00645,2025-07-06,MC1001,Excavator,1,Good,OP1004,Beginner,3.1,Demolition,100.7,1.68,375.2,3.29,14.4,Muddy,Dry,Clear,28.0,67.0,Good,Morning,96.6,No,None,153.4,58.8
TASK00646,2025-06-21,MC1004,Loader,5,Good,OP1008,Intermediate,4.5,Grading,558.4,4.33,447.1,8.68,6.2,Muddy,Dry,Hot,43.0,57.4,Good,Morning,265.3,No,None,444.6,67.58
TASK00647,2025-02-28,MC1001,Excavator,1,Good,OP1018,Expert,7.6,Trenching,299.6,2.35,,6.53,10.1,Flat,Normal,Rainy,20.5,80.4,Good,Night,218.7,No,None,293.6,34.25
TASK00648,2025-03-10,MC1008,Bulldozer,8,Due Soon,OP1002,Beginner,3.1,Trenching,151.1,1.63,622.0,4.61,2.8,Rocky,Wet,Windy,23.2,52.0,Good,Morning,117.8,No,None,246.0,108.83
TASK00649,2025-09-16,MC1004,Loader,5,Good,OP1010,Intermediate,3.3,Material Loading,287.2,5.4,418.1,6.49,24.4,Steep,Dry,Clear,31.8,64.4,Good,,119.2,No,None,175.4,47.15
TASK00650,2025-11-26,MC1004,Loader,5,Due Soon,OP1005,Beginner,1.9,Trenching,202.0,,571.8,4.75,17.7,Muddy,Normal,Cloudy,21.6,57.5,Poor,Afternoon,152.3,No,None,272.5,78.92
TASK00651,2025-01-17,MC1007,Bulldozer,7,Good,OP1020,Expert,1.0,Demolition,137.8,2.04,337.9,3.55,8.2,Rolling,Normal,Clear,27.0,47.5,Moderate,Afternoon,125.5,No,None,153.3,22.15
TASK00652,2025-05-17,MC1002,Excavator,2,Good,OP1004,Beginner,3.4,Trenching,133.3,0.76,406.5,3.01,13.8,Muddy,Muddy,Rainy,23.8,81.5,Good,Afternoon,105.6,Yes,,325.2,207.95
