timestamp,machine_type,machine_id,operator_id,task_type,soil_type,ground_condition,engine_rpm,engine_temperature_c,hydraulic_pressure_bar,hydraulic_oil_temperature_c,fuel_rate_lph,fuel_level_pct,vehicle_speed_kmh,idle_duration_min,blade_load_pct,blade_angle_deg,blade_height_m,drawbar_load_pct,traction_force_kn,track_speed_left_kmh,track_speed_right_kmh,track_slip_pct,dozing_depth_m,grading_accuracy_error_cm,vibration_level,slope_deg,ambient_temperature_c,operator_experience_years,machine_hours,maintenance_due_days,previous_anomaly_count_1hr,anomaly_type,is_anomaly,severity
2026-01-06 03:44:00,Bulldozer,CAT_006,OP_028,Leveling,Hard,Dry,1940.6,65.0,252.8,47.9,17.95,27.3,6.91,0.71,55.6,8.62,0.28,79.0,144.0,8.87,6.21,1.64,0.43,0.85,2.31,7.05,23.6,0.7,8800.1,22,0,Normal,0,Normal
2026-01-06 03:45:00,Bulldozer,CAT_020,OP_027,Dozing,Medium,Damp,1637.6,78.0,266.0,55.1,15.77,78.0,7.24,12.8,67.9,12.9,0.47,49.5,141.6,6.49,7.4,7.01,0.19,2.04,1.15,4.06,29.0,3.0,928.5,3,0,Normal,0,Normal
2026-01-06 03:46:00,Bulldozer,CAT_009,OP_011,Ripping,Soft,Damp,2184.6,84.6,271.1,51.1,21.07,46.0,6.54,1.22,65.3,9.14,0.47,58.8,107.0,7.5,4.59,1.92,0.27,2.24,0.99,2.87,28.5,9.2,1888.8,55,1,Normal,0,Normal
2026-01-06 03:47:00,Bulldozer,CAT_011,OP_008,Leveling,Medium,Dry,1664.7,78.7,266.8,56.4,18.23,76.6,7.07,1.95,60.2,6.09,0.54,56.6,123.6,4.65,5.71,3.11,0.42,2.37,2.21,10.28,31.2,13.1,2967.3,15,0,Normal,0,Normal
2026-01-06 03:48:00,Bulldozer,CAT_014,OP_014,Grading,Medium,Damp,771.6,81.9,250.5,53.7,17.76,38.4,0.15,25.78,52.9,13.04,0.63,82.3,126.6,7.13,5.93,5.86,0.31,2.82,1.3,4.04,30.1,13.4,3994.5,13,0,Excessive_Idling,1,Low
2026-01-06 03:49:00,Bulldozer,CAT_005,OP_009,Dozing,Hard,Damp,1950.9,76.9,237.5,63.8,23.19,44.7,3.78,3.6,104.3,5.9,0.26,92.1,98.9,3.5,6.77,2.17,1.11,1.17,1.92,2.64,29.3,9.2,9530.1,18,0,Excessive_Dozing_Depth,1,Medium
2026-01-06 03:50:00,Bulldozer,CAT_006,OP_010,Dozing,Hard,Dry,2102.4,83.9,257.1,53.8,19.79,39.8,6.87,10.29,73.8,7.89,0.94,70.1,99.3,3.89,9.58,4.35,0.38,3.34,1.34,4.16,32.7,9.9,4721.6,51,1,Normal,0,Normal
2026-01-06 03:51:00,Bulldozer,CAT_003,OP_001,Grading,Soft,Dry,1559.9,88.0,251.3,65.3,18.4,29.1,7.02,10.87,118.0,7.25,0.45,92.7,167.0,7.78,7.33,4.55,0.47,2.56,1.14,1.7,35.6,5.4,8797.5,28,0,Blade_Overloading,1,Medium
2026-01-06 03:52:00,Bulldozer,CAT_007,OP_004,Dozing,Hard,Dry,1657.9,81.3,260.3,61.1,15.85,46.3,5.56,3.08,75.7,12.47,0.57,53.8,134.0,5.36,6.97,0.94,0.53,2.06,1.14,0.39,31.7,13.9,5135.1,58,1,Normal,0,Normal
2026-01-06 03:53:00,Bulldozer,CAT_018,OP_026,Grading,Medium,Dry,1742.0,78.0,299.6,65.5,22.79,84.5,5.01,7.52,69.5,4.52,0.66,50.5,134.7,6.38,5.01,2.35,0.21,1.29,1.01,0.75,28.9,13.8,7155.9,46,0,Normal,0,Normal
2026-01-06 03:54:00,Bulldozer,CAT_017,OP_004,Dozing,Rocky,Wet,1855.0,88.1,234.6,60.3,22.69,41.6,6.73,6.12,83.7,-4.91,0.57,56.5,63.2,6.13,7.45,3.79,0.41,1.02,2.08,0.0,31.0,1.8,3775.3,47,0,Normal,0,Normal
2026-01-06 03:55:00,Bulldozer,CAT_019,OP_005,Dozing,Hard,Damp,1622.6,78.8,220.7,54.0,16.47,68.4,9.67,3.05,82.8,6.95,0.3,77.4,60.6,7.54,6.54,2.74,0.41,0.95,0.92,0.28,30.4,14.9,2083.2,58,0,Normal,0,Normal
2026-01-06 03:56:00,Bulldozer,CAT_010,OP_009,Grading,Medium,Damp,2090.5,80.1,218.4,46.2,19.18,40.1,9.04,8.95,45.5,9.97,0.15,90.9,119.8,5.76,3.23,7.13,0.25,1.56,2.02,1.0,33.9,8.8,5578.0,47,1,Normal,0,Normal
2026-01-06 03:57:00,Bulldozer,CAT_006,OP_014,Grading,Soft,Damp,1925.2,83.7,295.8,74.6,19.89,36.9,7.99,6.4,68.4,10.86,0.46,73.5,123.1,5.7,6.88,5.69,0.49,3.44,1.81,2.95,34.1,3.3,7683.5,9,1,Normal,0,Normal
2026-01-06 03:58:00,Bulldozer,CAT_001,OP_030,Dozing,Soft,Loose,1245.2,81.7,298.5,55.1,17.47,89.9,7.68,5.54,79.3,7.43,0.65,93.3,100.2,7.85,8.54,3.27,0.44,5.06,2.16,2.77,27.7,12.9,3389.0,43,0,Normal,0,Normal
2026-01-06 03:59:00,Bulldozer,CAT_008,OP_017,Grading,Medium,Loose,1673.2,78.6,254.5,48.4,17.74,90.6,7.76,0.33,75.8,5.06,0.67,80.5,104.6,6.98,6.87,5.05,0.19,3.96,1.56,3.2,39.3,3.7,3748.9,46,0,Normal,0,Normal
2026-01-06 04:00:00,Bulldozer,CAT_005,OP_001,Grading,Medium,Dry,1770.5,79.9,266.2,57.0,24.32,70.6,7.16,4.13,65.6,5.2,0.72,73.8,104.1,8.95,10.95,4.03,0.18,3.09,1.48,0.0,33.1,13.9,1101.6,28,0,Normal,0,Normal
2026-01-06 04:01:00,Bulldozer,CAT_012,OP_014,Dozing,Soft,Loose,1839.8,79.3,256.0,67.4,19.89,62.7,5.76,9.47,80.7,13.69,0.51,20.2,95.7,9.78,9.73,4.08,0.49,2.62,2.06,3.51,37.2,13.7,3100.6,3,0,Normal,0,Normal
2026-01-06 04:02:00,Bulldozer,CAT_011,OP_008,Dozing,Hard,Wet,1724.9,82.5,261.4,58.2,17.44,47.9,6.98,2.04,88.0,11.04,0.24,77.3,77.5,8.04,4.9,4.62,0.58,2.27,1.55,1.84,21.3,12.0,4345.8,51,0,Normal,0,Normal
2026-01-06 04:03:00,Bulldozer,CAT_014,OP_030,Ripping,Soft,Loose,2028.3,90.9,198.6,62.1,16.16,28.3,6.69,10.13,60.2,2.97,0.3,67.1,83.0,6.74,6.04,3.64,0.55,3.17,1.07,7.41,34.2,11.4,8518.1,6,0,Normal,0,Normal
2026-01-06 04:04:00,Bulldozer,CAT_008,OP_001,Dozing,Soft,Damp,1603.0,85.2,265.6,46.3,12.44,35.3,8.32,2.05,68.9,6.87,0.34,73.4,137.4,6.95,4.72,2.54,0.45,1.13,1.04,4.2,32.8,1.7,5794.1,21,0,Normal,0,Normal
2026-01-06 04:05:00,Bulldozer,CAT_002,OP_008,Dozing,Medium,Dry,1673.2,82.7,243.0,44.4,17.26,26.7,1.77,5.5,61.1,11.05,0.48,44.7,140.9,8.58,5.16,6.65,0.47,2.92,0.97,6.34,25.8,3.8,4323.2,15,0,Normal,0,Normal
2026-01-06 04:06:00,Bulldozer,CAT_009,OP_003,Dozing,Hard,Dry,1729.7,77.3,237.0,72.1,16.4,57.7,7.5,0.32,84.4,0.63,0.71,66.8,93.7,5.55,7.71,5.28,0.22,2.22,1.29,2.2,27.1,6.6,8610.0,23,1,Normal,0,Normal
2026-01-06 04:07:00,Bulldozer,CAT_014,OP_024,Grading,Hard,Dry,974.9,80.3,217.0,46.8,16.36,94.6,0.07,35.86,64.9,7.39,0.46,59.5,99.3,2.79,7.02,7.04,0.3,2.72,1.73,2.27,26.1,5.5,9355.1,32,0,Excessive_Idling,1,High
2026-01-06 04:08:00,Bulldozer,CAT_012,OP_013,Ripping,Soft,Dry,1685.3,83.3,231.2,68.9,17.36,47.2,5.63,4.13,70.3,4.24,0.68,63.5,178.8,6.74,6.39,3.45,0.34,1.09,1.44,8.1,30.6,11.2,5456.7,5,1,Normal,0,Normal
2026-01-06 04:09:00,Bulldozer,CAT_004,OP_030,Dozing,Hard,Dry,1810.8,83.3,276.4,54.6,14.33,51.8,6.5,20.22,68.5,10.02,0.57,47.7,98.7,7.87,4.36,4.19,0.29,3.9,2.19,2.15,30.9,5.5,6382.1,28,0,Normal,0,Normal
2026-01-06 04:10:00,Bulldozer,CAT_005,OP_030,Leveling,Rocky,Dry,1593.4,97.7,278.1,57.4,15.08,78.0,5.52,1.69,79.2,10.33,0.78,61.2,88.3,4.81,3.15,7.9,0.28,1.89,1.07,8.08,24.8,6.3,2184.1,16,0,Normal,0,Normal
2026-01-06 04:11:00,Bulldozer,CAT_009,OP_029,Ripping,Medium,Dry,1909.1,80.9,268.4,66.7,19.29,57.9,3.15,7.71,94.7,8.97,0.42,76.6,68.7,4.1,3.01,5.21,0.53,4.11,1.29,0.0,35.9,9.2,5121.6,7,1,Normal,0,Normal
2026-01-06 04:12:00,Bulldozer,CAT_007,OP_027,Leveling,Soft,Dry,1722.9,79.4,216.4,43.6,20.22,32.2,8.53,1.6,30.4,1.19,0.63,70.1,132.4,4.56,4.82,3.01,0.48,2.35,1.81,3.27,16.3,5.8,6049.9,31,0,Normal,0,Normal
2026-01-06 04:13:00,Bulldozer,CAT_007,OP_007,Dozing,Medium,Damp,1637.2,83.5,328.2,88.7,17.92,53.8,7.88,3.56,91.1,13.69,0.12,35.4,98.3,4.48,8.93,5.08,0.35,2.78,1.95,0.0,26.0,12.9,2761.3,26,0,Hydraulic_Stress,1,High
2026-01-06 04:14:00,Bulldozer,CAT_003,OP_030,Dozing,Medium,Dry,1692.6,85.6,228.1,72.6,21.07,85.6,6.68,10.91,66.0,8.55,0.67,49.4,92.2,6.56,3.34,2.68,0.28,1.81,1.91,2.07,36.6,10.7,9233.7,30,0,Normal,0,Normal
2026-01-06 04:15:00,Bulldozer,CAT_004,OP_028,Grading,Soft,Loose,1589.0,78.1,229.1,59.2,18.85,65.0,7.15,13.58,62.3,9.75,0.51,99.8,118.5,2.94,7.24,2.69,0.3,2.82,1.56,7.59,36.4,6.3,4700.1,10,0,Normal,0,Normal
2026-01-06 04:16:00,Bulldozer,CAT_018,OP_008,Dozing,Hard,Dry,1970.2,88.5,296.1,66.7,18.29,64.3,8.47,0.08,61.1,9.2,0.6,47.1,90.0,6.87,6.87,4.77,0.31,3.48,1.21,7.03,25.5,5.9,2681.1,51,1,Normal,0,Normal
2026-01-06 04:17:00,Bulldozer,CAT_008,OP_015,Dozing,Hard,Dry,2108.3,83.9,286.7,57.7,22.91,48.6,4.31,1.77,101.3,12.26,0.48,113.9,159.8,0.0,4.8,4.49,0.47,4.34,1.52,2.56,34.0,3.1,9654.6,57,0,Blade_Overloading,1,Medium
2026-01-06 04:18:00,Bulldozer,CAT_020,OP_020,Ripping,Medium,Loose,1778.1,74.9,283.8,66.2,19.98,73.2,6.55,5.84,74.9,5.53,0.42,44.9,115.4,8.22,4.39,6.75,0.52,4.06,0.66,0.0,30.5,11.8,694.1,54,0,Normal,0,Normal
2026-01-06 04:19:00,Bulldozer,CAT_015,OP_023,Dozing,Hard,Damp,1773.0,82.6,262.3,61.1,17.23,79.6,6.1,5.82,68.8,6.14,0.58,48.1,100.1,9.04,7.21,7.57,0.13,0.53,0.97,1.92,24.8,14.4,9639.8,41,2,Normal,0,Normal
2026-01-06 04:20:00,Bulldozer,CAT_003,OP_016,Ripping,Hard,Damp,1729.4,77.8,252.1,61.4,16.85,25.9,7.62,0.48,44.0,4.57,0.71,66.7,140.4,2.04,4.09,2.92,0.44,3.48,1.68,7.1,33.6,11.1,5392.0,56,0,Normal,0,Normal
2026-01-06 04:21:00,Bulldozer,CAT_017,OP_010,Grading,Soft,Wet,1598.4,78.1,259.2,57.1,19.22,91.7,4.17,14.46,100.3,4.98,1.05,62.3,98.2,4.48,5.28,3.09,0.49,3.64,1.21,7.46,34.4,10.6,5181.9,25,0,Normal,0,Normal
2026-01-06 04:22:00,Bulldozer,CAT_014,OP_003,Dozing,Hard,Dry,1900.9,86.6,217.7,49.1,18.8,68.2,3.93,0.5,77.2,10.62,0.63,54.9,139.1,6.97,5.37,2.34,0.34,0.1,0.67,9.29,27.3,0.7,4865.2,53,0,Normal,0,Normal
2026-01-06 04:23:00,Bulldozer,CAT_008,OP_014,Dozing,Soft,Dry,1682.6,75.8,342.1,82.7,16.64,37.3,6.4,9.58,108.9,4.83,0.55,71.9,121.5,6.13,5.23,5.97,0.53,3.7,2.1,10.15,27.3,5.6,6587.3,11,0,Hydraulic_Stress,1,Critical
2026-01-06 04:24:00,Bulldozer,CAT_005,OP_015,Ripping,Medium,Damp,1443.8,84.4,289.6,55.1,20.01,43.5,5.86,4.1,43.8,8.48,0.8,50.8,132.5,8.83,5.54,3.56,0.12,3.36,0.89,5.05,32.2,2.9,5209.8,55,0,Normal,0,Normal
2026-01-06 04:25:00,Bulldozer,CAT_010,OP_024,Leveling,Soft,Wet,1707.0,87.7,296.2,55.8,18.38,26.6,8.55,11.06,81.0,3.26,0.7,57.1,111.8,7.38,6.91,5.32,0.32,4.84,2.0,5.22,36.6,7.4,9111.3,18,0,Normal,0,Normal
2026-01-06 04:26:00,Bulldozer,CAT_009,OP_002,Dozing,Medium,Damp,1676.0,73.8,232.5,57.0,20.26,78.6,8.53,11.36,76.2,5.22,0.23,81.5,155.8,4.36,7.52,5.12,0.18,1.37,1.28,3.35,27.1,11.3,8520.9,13,0,Normal,0,Normal
2026-01-06 04:27:00,Bulldozer,CAT_003,OP_003,Dozing,Hard,Dry,2163.6,80.5,329.4,48.8,22.71,42.3,6.58,5.67,46.7,4.6,0.4,66.4,126.8,6.72,3.98,1.86,0.41,1.79,1.78,6.89,34.7,5.4,1370.2,24,0,Normal,0,Normal
2026-01-06 04:28:00,Bulldozer,CAT_008,OP_022,Ripping,Soft,Damp,1922.3,87.5,359.1,81.8,19.94,86.9,7.33,3.59,96.1,13.66,0.54,86.9,114.5,6.78,3.7,5.84,0.51,3.92,2.16,3.65,30.1,9.4,9268.6,39,1,Hydraulic_Stress,1,Medium
2026-01-06 04:29:00,Bulldozer,CAT_019,OP_028,Dozing,Soft,Dry,1592.9,87.7,249.3,47.8,20.15,78.5,7.82,1.71,60.2,3.15,0.71,50.8,88.2,6.44,4.53,7.32,0.28,2.87,1.04,4.58,23.8,7.3,905.9,33,0,Normal,0,Normal
2026-01-06 04:30:00,Bulldozer,CAT_016,OP_016,Dozing,Hard,Dry,1682.8,77.8,276.8,58.0,17.43,31.7,9.41,7.69,45.4,12.04,0.51,67.5,102.4,7.22,3.58,6.08,0.57,2.17,1.0,6.48,31.3,5.4,1168.2,54,1,Normal,0,Normal
2026-01-06 04:31:00,Bulldozer,CAT_016,OP_020,Dozing,Soft,Wet,1865.1,83.6,277.1,50.3,18.76,97.5,7.56,6.41,85.6,6.51,0.41,98.8,125.6,4.24,5.57,2.53,0.29,0.76,1.85,3.1,28.2,9.4,1788.4,59,0,Normal,0,Normal
2026-01-06 04:32:00,Bulldozer,CAT_011,OP_022,Leveling,Medium,Dry,1815.9,87.6,277.8,63.9,17.31,54.2,5.86,5.74,61.3,9.54,0.6,90.1,113.0,2.15,13.24,11.18,0.44,2.52,1.87,4.63,26.4,8.1,2352.0,6,0,Uneven_Track_Speed,1,Medium
2026-01-06 04:33:00,Bulldozer,CAT_018,OP_008,Dozing,Soft,Dry,2184.6,84.9,201.0,48.3,20.74,54.2,5.15,1.79,61.2,9.15,0.46,63.2,104.3,5.47,5.32,8.04,0.4,0.73,1.53,5.79,25.3,6.8,2979.2,34,1,Normal,0,Normal
2026-01-06 04:34:00,Bulldozer,CAT_015,OP_005,Ripping,Medium,Dry,2158.0,105.1,252.0,40.0,17.34,44.4,6.41,5.05,78.0,9.26,0.47,58.2,133.5,3.04,6.08,2.95,0.42,2.71,0.46,5.63,33.6,11.2,7472.7,18,0,Engine_Overheating,1,Low
2026-01-06 04:35:00,Bulldozer,CAT_007,OP_008,Dozing,Soft,Dry,1548.1,80.7,340.3,87.0,19.0,41.5,5.7,2.17,105.7,12.62,0.53,41.8,90.1,5.34,6.91,4.46,0.26,3.52,1.53,5.97,30.5,14.3,8914.2,14,0,Hydraulic_Stress,1,Low
2026-01-06 04:36:00,Bulldozer,CAT_004,OP_027,Grading,Medium,Dry,2172.2,79.1,279.6,62.0,24.21,32.1,10.42,3.29,81.8,6.46,0.49,76.4,111.8,4.66,7.44,6.81,0.19,0.82,1.51,0.22,28.2,13.0,929.1,22,0,Normal,0,Normal
2026-01-06 04:37:00,Bulldozer,CAT_014,OP_020,Grading,Hard,Damp,2138.5,85.0,231.4,59.2,23.17,89.7,9.19,6.08,78.5,5.03,0.54,38.8,90.0,4.18,3.98,7.91,0.56,2.27,1.6,2.67,23.4,10.9,9208.4,30,0,Normal,0,Normal
2026-01-06 04:38:00,Bulldozer,CAT_012,OP_006,Dozing,Medium,Damp,1570.4,85.3,274.6,69.3,17.51,89.6,2.85,0.59,54.2,7.45,0.81,44.8,104.0,2.67,1.94,2.97,0.23,2.65,0.82,1.45,24.2,8.7,2374.7,27,1,Normal,0,Normal
2026-01-06 04:39:00,Bulldozer,CAT_016,OP_011,Grading,Soft,Wet,1627.1,76.7,222.0,53.0,17.78,99.2,9.41,0.67,50.3,14.14,0.7,40.9,88.8,5.48,6.93,5.31,0.2,1.87,1.88,1.92,27.6,3.6,3179.7,48,0,Normal,0,Normal
2026-01-06 04:40:00,Bulldozer,CAT_012,OP_002,Dozing,Soft,Loose,1887.0,74.7,197.0,71.5,16.5,82.2,2.2,0.55,45.5,8.23,0.52,83.3,117.5,3.52,7.82,6.21,0.3,1.64,1.57,5.97,30.0,4.1,3524.7,27,0,Normal,0,Normal
2026-01-06 04:41:00,Bulldozer,CAT_017,OP_024,Dozing,Medium,Dry,1712.6,81.7,308.4,63.3,19.43,73.2,4.97,1.11,81.2,8.01,0.66,51.8,83.8,4.41,4.12,27.75,0.45,3.13,2.09,9.95,25.4,7.1,6709.4,51,0,Track_Slip,1,Medium
2026-01-06 04:42:00,Bulldozer,CAT_006,OP_011,Grading,Soft,Wet,1919.7,84.8,225.4,65.8,17.64,72.8,4.64,10.66,67.2,6.03,0.65,77.9,119.6,2.69,5.05,5.07,0.25,3.22,1.11,3.22,30.9,12.6,3089.7,16,1,Normal,0,Normal
2026-01-06 04:43:00,Bulldozer,CAT_012,OP_018,Dozing,Medium,Dry,1795.5,73.8,258.9,75.2,19.4,69.1,2.08,0.43,48.6,5.5,0.56,72.8,131.4,2.71,4.67,8.39,0.17,3.23,1.25,12.13,27.9,4.9,9461.0,9,0,Normal,0,Normal
2026-01-06 04:44:00,Bulldozer,CAT_017,OP_023,Ripping,Medium,Dry,1592.9,76.9,226.3,56.2,19.55,27.9,5.08,5.61,78.1,8.76,0.62,43.6,121.6,3.35,9.64,14.43,0.6,2.56,1.48,0.63,33.7,11.9,1514.0,5,1,Uneven_Track_Speed,1,Medium
2026-01-06 04:45:00,Bulldozer,CAT_007,OP_024,Dozing,Soft,Dry,1653.5,81.5,291.1,55.0,17.0,63.8,3.67,1.12,38.2,11.37,0.27,60.7,116.8,5.9,5.42,5.74,0.29,3.59,2.07,1.09,26.8,2.7,958.8,7,0,Normal,0,Normal
2026-01-06 04:46:00,Bulldozer,CAT_013,OP_016,Leveling,Medium,Wet,1623.6,86.9,285.0,71.7,14.91,40.1,4.01,6.15,70.8,6.05,0.67,49.8,103.5,6.64,4.84,6.52,0.45,2.34,1.61,5.86,22.7,8.3,4976.8,52,0,Normal,0,Normal
2026-01-06 04:47:00,Bulldozer,CAT_016,OP_004,Dozing,Hard,Damp,2014.0,78.0,243.7,67.5,19.72,73.1,6.34,3.05,87.0,10.64,0.47,57.6,145.3,2.61,11.79,18.01,0.34,3.24,1.66,2.72,32.9,14.3,2584.5,12,1,Uneven_Track_Speed,1,Low
2026-01-06 04:48:00,Bulldozer,CAT_002,OP_012,Dozing,Hard,Damp,1624.2,75.2,207.0,52.9,20.12,77.0,8.85,1.3,69.4,8.73,0.09,53.2,124.6,5.3,5.66,3.14,0.19,1.78,1.8,4.21,28.2,8.4,6960.8,19,0,Normal,0,Normal
2026-01-06 04:49:00,Bulldozer,CAT_012,OP_019,Dozing,Hard,Dry,1788.2,89.2,215.3,51.2,16.14,54.4,2.33,1.01,66.3,3.86,0.28,99.7,106.6,4.99,9.75,15.17,0.39,2.1,1.13,4.25,32.7,12.3,2561.8,50,0,Uneven_Track_Speed,1,Medium
2026-01-06 04:50:00,Bulldozer,CAT_020,OP_007,Dozing,Soft,Damp,1528.3,81.3,254.1,60.0,19.25,26.4,5.33,10.12,106.2,5.3,0.69,66.6,59.6,3.45,4.18,7.12,0.22,3.15,1.16,1.42,28.4,1.2,3320.9,45,0,Normal,0,Normal
2026-01-06 04:51:00,Bulldozer,CAT_006,OP_010,Dozing,Medium,Wet,1519.8,95.5,213.2,60.6,20.32,97.7,4.38,1.97,49.1,8.79,0.37,62.4,87.8,2.98,7.07,1.56,0.36,1.05,0.86,5.06,30.5,12.0,5175.9,4,0,Normal,0,Normal
2026-01-06 04:52:00,Bulldozer,CAT_004,OP_023,Dozing,Soft,Dry,1687.7,82.4,271.8,62.8,19.85,28.0,4.68,2.7,60.2,1.3,0.31,81.6,134.3,9.32,2.76,4.42,0.32,2.42,1.77,2.13,25.1,8.5,2772.8,3,0,Normal,0,Normal
2026-01-06 04:53:00,Bulldozer,CAT_014,OP_015,Grading,Hard,Damp,1885.7,77.5,283.9,54.6,18.39,78.0,6.91,3.04,84.3,8.0,0.38,73.6,144.9,5.89,9.98,7.07,0.35,0.7,1.18,7.71,25.9,14.5,7093.0,8,0,Normal,0,Normal
2026-01-06 04:54:00,Bulldozer,CAT_010,OP_003,Dozing,Medium,Loose,1741.5,77.3,253.8,70.7,17.59,81.9,6.77,8.47,47.8,10.43,0.51,54.7,124.2,6.71,5.33,6.22,0.25,2.86,1.25,6.32,28.7,7.6,4462.0,53,0,Normal,0,Normal
2026-01-06 04:55:00,Bulldozer,CAT_015,OP_023,Ripping,Soft,Damp,1950.4,89.8,255.7,63.0,19.3,57.2,6.38,0.08,92.6,11.44,0.6,45.7,106.9,3.71,6.7,8.88,0.39,4.07,1.62,4.28,27.4,2.1,3087.0,51,0,Normal,0,Normal
2026-01-06 04:56:00,Bulldozer,CAT_011,OP_012,Ripping,Medium,Dry,1930.8,81.5,275.2,63.1,20.89,25.0,5.36,0.56,109.7,3.35,0.86,68.6,150.8,2.23,7.42,10.04,0.05,4.49,1.32,1.88,25.1,13.5,2612.7,37,1,Normal,0,Normal
2026-01-06 04:57:00,Bulldozer,CAT_015,OP_012,Grading,Rocky,Dry,1644.2,75.0,235.2,69.2,18.84,82.6,6.84,8.58,49.6,13.45,0.54,86.3,149.7,4.75,3.85,5.12,0.42,2.69,0.63,5.09,27.0,8.0,3399.3,40,0,Normal,0,Normal
2026-01-06 04:58:00,Bulldozer,CAT_005,OP_004,Ripping,Medium,Wet,2046.1,80.2,240.7,56.9,20.71,72.9,5.52,2.43,109.5,10.49,0.46,48.7,166.4,6.83,5.16,6.93,0.11,4.76,1.19,8.41,28.9,2.0,523.8,13,0,Normal,0,Normal
2026-01-06 04:59:00,Bulldozer,CAT_012,OP_021,Grading,Medium,Damp,1597.4,81.9,288.2,71.4,16.88,49.9,6.67,7.61,109.6,14.39,0.39,105.9,157.3,7.0,6.04,0.98,1.27,3.49,1.26,1.76,32.6,10.6,4344.2,12,1,Excessive_Dozing_Depth,1,High
2026-01-06 05:00:00,Bulldozer,CAT_001,OP_028,Grading,Medium,Loose,1636.8,81.5,268.8,56.7,17.86,85.0,7.16,4.72,70.6,8.85,0.18,72.5,123.8,6.39,8.81,7.72,0.62,0.46,1.14,5.99,31.7,11.4,9780.5,10,0,Normal,0,Normal
2026-01-06 05:01:00,Bulldozer,CAT_011,OP_006,Grading,Hard,Damp,2073.7,72.2,228.9,58.3,20.9,76.3,8.9,1.54,71.2,7.5,0.22,51.1,103.5,6.12,5.4,5.13,0.26,3.93,1.35,2.32,27.3,5.2,3921.8,57,0,Normal,0,Normal
2026-01-06 05:02:00,Bulldozer,CAT_011,OP_011,Dozing,Medium,Dry,1511.4,76.6,318.7,57.7,18.47,53.4,4.73,0.17,53.8,3.36,0.24,50.9,110.4,5.33,6.22,2.66,0.41,2.05,0.92,3.35,31.3,9.9,5538.9,20,0,Normal,0,Normal
2026-01-06 05:03:00,Bulldozer,CAT_017,OP_021,Dozing,Soft,Damp,1598.0,88.9,286.0,60.2,18.23,54.8,5.2,6.2,63.9,0.08,0.41,67.3,146.9,9.29,8.92,4.48,0.07,0.71,1.73,7.84,37.5,14.6,2508.3,20,0,Normal,0,Normal
2026-01-06 05:04:00,Bulldozer,CAT_001,OP_015,Dozing,Hard,Loose,2014.1,85.6,224.5,63.2,17.5,35.8,3.54,2.71,48.7,23.96,0.71,70.0,116.2,5.27,7.64,5.53,0.16,9.22,1.16,6.77,33.1,8.4,7688.3,11,0,Poor_Grading_Performance,1,Low
2026-01-06 05:05:00,Bulldozer,CAT_015,OP_015,Grading,Soft,Dry,1818.3,90.3,275.9,59.4,17.5,59.5,4.35,0.48,58.7,13.19,0.31,66.8,108.3,5.51,7.61,0.17,0.27,3.72,2.02,0.0,20.4,3.3,9175.0,28,1,Normal,0,Normal
2026-01-06 05:06:00,Bulldozer,CAT_010,OP_005,Dozing,Medium,Loose,1877.9,77.5,195.0,66.4,16.72,33.5,5.43,4.42,61.3,6.83,0.22,56.1,137.5,6.85,7.95,4.77,0.88,4.02,1.61,6.04,36.5,4.3,6082.3,7,0,Normal,0,Normal
2026-01-06 05:07:00,Bulldozer,CAT_002,OP_029,Dozing,Medium,Dry,1679.5,89.2,311.5,62.6,14.4,45.2,9.09,1.93,72.3,8.15,0.69,71.5,137.4,6.69,4.03,4.64,0.3,0.1,1.21,4.95,29.0,1.2,2037.1,8,0,Normal,0,Normal
2026-01-06 05:08:00,Bulldozer,CAT_008,OP_022,Dozing,Medium,Dry,1705.9,87.0,238.3,63.2,14.61,94.3,6.37,0.67,55.9,8.14,0.63,67.6,98.8,6.32,4.45,4.87,0.25,0.57,1.3,1.71,35.1,11.4,4178.9,46,1,Normal,0,Normal
2026-01-06 05:09:00,Bulldozer,CAT_019,OP_026,Dozing,Soft,Dry,1775.9,85.5,339.8,55.7,16.75,58.5,5.87,2.92,73.8,4.3,0.45,52.6,97.5,6.13,3.41,4.25,0.35,2.02,1.42,2.73,32.7,0.6,6345.6,12,0,Normal,0,Normal
2026-01-06 05:10:00,Bulldozer,CAT_001,OP_010,Ripping,Soft,Damp,1709.0,88.8,231.4,65.1,15.76,88.0,6.86,1.02,85.0,12.92,0.1,62.7,116.6,2.95,9.36,17.72,0.12,3.07,1.65,9.0,34.0,8.9,2974.2,19,1,Uneven_Track_Speed,1,High
2026-01-06 05:11:00,Bulldozer,CAT_016,OP_005,Dozing,Medium,Damp,2202.4,82.9,216.0,59.4,22.4,83.7,5.49,8.13,65.1,6.84,0.3,84.6,130.4,3.98,3.42,4.53,0.31,2.53,1.47,3.77,31.7,12.4,1956.4,20,1,Normal,0,Normal
2026-01-06 05:12:00,Bulldozer,CAT_015,OP_001,Dozing,Medium,Damp,1757.1,83.5,266.8,67.4,18.85,78.5,10.14,0.14,92.4,11.27,0.42,64.1,84.7,7.52,7.56,6.97,0.39,2.64,2.2,2.12,35.8,12.7,3147.6,22,0,Normal,0,Normal
