timestamp,machine_type,machine_id,operator_id,task_type,soil_type,ground_condition,engine_rpm,engine_temperature_c,hydraulic_pressure_bar,hydraulic_oil_temperature_c,fuel_rate_lph,fuel_level_pct,machine_speed_kmh,idle_duration_min,boom_movement_rate,arm_movement_rate,bucket_movement_rate,swing_speed_rpm,bucket_cycles_per_min,excavation_depth_m,bucket_load_pct,vibration_level,slope_deg,ambient_temperature_c,operator_experience_years,machine_hours,maintenance_due_days,previous_anomaly_count_1hr,task_duration_min,anomaly_type,is_anomaly,severity
2026-01-05 14:31:00,Excavator,CAT_016,OP_025,Digging,Hard,Dry,2086.3,82.3,296.2,54.4,25.25,81.5,0.89,0.26,0.686,0.448,0.492,7.01,2.61,2.57,59.9,0.83,9.28,28.3,3.0,2901.1,48,0,107.8,Normal,0,Normal
2026-01-05 14:32:00,Excavator,CAT_012,OP_011,Loading,Medium,Dry,1792.1,83.4,235.2,75.5,19.41,80.5,0.0,8.24,0.475,0.64,0.666,8.25,1.86,2.98,71.7,0.8,1.82,32.5,10.6,1929.1,25,0,57.2,Normal,0,Normal
2026-01-05 14:33:00,Excavator,CAT_017,OP_009,Excavation,Hard,Dry,1664.7,84.3,248.9,69.6,17.19,29.5,0.63,0.91,0.785,0.965,0.81,9.0,3.26,1.23,66.8,1.75,2.6,24.0,1.9,1557.3,9,0,117.2,Normal,0,Normal
2026-01-05 14:34:00,Excavator,CAT_012,OP_019,Excavation,Hard,Damp,1498.5,84.9,327.1,67.6,19.4,75.6,2.52,1.5,0.946,0.943,0.695,4.37,2.58,3.21,71.8,1.07,2.51,32.5,13.2,8673.6,35,2,65.6,Normal,0,Normal
2026-01-05 14:35:00,Excavator,CAT_002,OP_008,Excavation,Medium,Dry,1956.6,84.4,247.1,65.5,18.06,59.2,2.35,0.38,0.903,0.56,0.508,8.15,2.12,3.62,96.6,1.68,0.39,29.8,4.7,1218.0,27,2,119.9,Normal,0,Normal
2026-01-05 14:36:00,Excavator,CAT_002,OP_024,Trenching,Medium,Dry,1670.5,84.8,316.0,70.9,20.26,91.3,3.68,4.22,1.079,0.407,0.511,7.11,3.33,2.85,73.8,1.59,0.0,38.1,9.4,3979.1,35,0,111.4,Normal,0,Normal
2026-01-05 14:37:00,Excavator,CAT_016,OP_012,Trenching,Soft,Dry,1865.9,87.5,265.5,68.9,22.59,87.5,4.46,2.51,0.646,0.464,0.787,4.2,2.08,1.81,35.4,1.39,0.0,22.6,5.1,7175.2,8,0,31.7,Normal,0,Normal
2026-01-05 14:38:00,Excavator,CAT_001,OP_010,Digging,Medium,Dry,1659.3,84.6,318.9,59.0,16.55,26.3,2.05,4.71,0.63,0.933,0.302,1.9,3.82,1.96,87.3,1.79,7.19,28.9,13.3,8164.6,40,0,92.5,Normal,0,Normal
2026-01-05 14:39:00,Excavator,CAT_008,OP_025,Trenching,Medium,Dry,1929.9,78.3,192.1,65.5,19.66,30.3,4.05,2.67,0.605,0.871,0.883,12.73,3.26,1.29,96.4,0.9,2.48,30.6,12.3,7906.4,52,0,132.6,Normal,0,Normal
2026-01-05 14:40:00,Excavator,CAT_001,OP_011,Excavation,Medium,Damp,2105.9,90.3,223.7,59.3,21.13,88.1,2.08,4.19,0.688,0.537,0.907,6.75,2.63,2.4,72.7,1.12,2.13,31.8,11.9,6234.0,30,0,96.6,Normal,0,Normal
2026-01-05 14:41:00,Excavator,CAT_007,OP_004,Loading,Soft,Dry,1618.5,74.8,360.0,69.5,20.45,58.4,5.47,1.79,0.944,0.479,0.542,5.61,3.58,2.6,69.8,0.41,8.25,31.2,5.3,8075.3,21,0,128.5,Normal,0,Normal
2026-01-05 14:42:00,Excavator,CAT_012,OP_024,Trenching,Medium,Dry,1675.8,87.2,255.7,73.6,18.75,50.4,2.58,19.3,0.531,0.711,0.267,9.92,3.23,3.16,66.5,1.16,5.07,26.4,2.8,5022.7,31,0,123.8,Normal,0,Normal
2026-01-05 14:43:00,Excavator,CAT_004,OP_010,Loading,Hard,Dry,1846.0,72.9,224.9,62.6,21.24,38.0,3.47,9.78,0.994,0.549,0.569,9.57,3.36,3.06,57.7,1.63,0.0,27.9,2.7,999.1,18,1,86.6,Normal,0,Normal
2026-01-05 14:44:00,Excavator,CAT_010,OP_020,Excavation,Medium,Damp,1833.0,87.0,242.4,51.6,19.7,41.4,3.31,7.71,0.458,1.072,0.442,11.21,1.95,2.69,66.0,1.27,5.62,38.5,2.5,2286.4,43,2,83.8,Normal,0,Normal
2026-01-05 14:45:00,Excavator,CAT_020,OP_020,Excavation,Medium,Loose,1682.6,75.0,243.8,50.8,19.65,30.2,2.6,1.19,0.615,0.664,1.007,9.23,3.6,1.88,55.4,0.75,6.12,23.7,9.5,4839.7,21,0,119.2,Normal,0,Normal
2026-01-05 14:46:00,Excavator,CAT_002,OP_003,Loading,Medium,Damp,1913.3,83.5,281.0,49.5,20.31,53.1,3.18,0.58,0.831,0.801,0.605,4.85,3.31,3.06,80.3,1.31,4.65,32.6,6.3,7678.9,49,0,137.8,Normal,0,Normal
2026-01-05 14:47:00,Excavator,CAT_002,OP_002,Digging,Soft,Dry,1655.3,89.6,273.2,63.2,21.03,50.1,4.93,0.5,0.866,0.661,0.612,7.84,1.92,2.79,54.5,0.67,0.16,35.0,7.3,1678.4,34,1,132.6,Normal,0,Normal
2026-01-05 14:48:00,Excavator,CAT_006,OP_025,Loading,Soft,Damp,1785.4,79.2,246.4,56.9,21.0,82.2,6.51,2.63,0.787,0.866,0.615,19.01,3.06,3.19,89.6,0.35,4.32,33.9,14.3,1144.6,38,0,67.3,Excessive_Swing_Speed,1,High
2026-01-05 14:49:00,Excavator,CAT_017,OP_002,Digging,Soft,Dry,1567.6,82.3,251.5,62.9,19.88,48.6,3.29,6.72,0.532,0.864,0.594,14.63,4.31,3.72,72.2,1.13,0.0,27.5,7.0,6051.1,45,0,95.4,Normal,0,Normal
2026-01-05 14:50:00,Excavator,CAT_009,OP_010,Loading,Hard,Wet,1744.3,84.6,271.0,62.4,17.92,84.3,4.13,0.05,0.521,0.516,0.502,6.54,3.46,3.77,64.5,0.78,5.78,26.7,2.7,2482.8,38,0,91.7,Normal,0,Normal
2026-01-05 14:51:00,Excavator,CAT_013,OP_023,Excavation,Hard,Dry,1875.6,84.4,237.9,62.2,15.36,65.8,0.0,6.23,1.027,0.801,0.568,7.31,2.59,2.62,55.8,0.25,8.0,31.1,1.8,5561.8,10,0,89.8,Normal,0,Normal
2026-01-05 14:52:00,Excavator,CAT_001,OP_006,Loading,Medium,Loose,1771.6,82.3,202.1,61.4,18.89,64.8,2.51,3.03,0.764,0.65,0.78,5.68,2.69,1.76,32.5,1.08,0.89,32.7,5.6,2280.4,6,0,132.6,Normal,0,Normal
2026-01-05 14:53:00,Excavator,CAT_015,OP_016,Excavation,Medium,Wet,1827.9,86.2,293.8,66.5,20.87,87.6,3.87,20.13,0.807,0.577,0.635,3.23,2.53,3.23,84.7,1.07,0.0,29.7,14.1,2349.0,38,2,19.1,Normal,0,Normal
2026-01-05 14:54:00,Excavator,CAT_002,OP_004,Excavation,Soft,Dry,1734.3,79.0,321.1,79.8,20.29,83.2,5.51,10.32,1.402,0.671,1.28,10.94,3.86,3.66,88.4,1.33,4.92,35.3,12.5,9243.6,31,0,125.0,Hydraulic_Stress,1,Medium
2026-01-05 14:55:00,Excavator,CAT_015,OP_017,Excavation,Soft,Dry,1871.8,89.0,278.1,57.3,22.12,97.5,6.84,1.19,0.839,0.49,0.67,17.47,3.57,0.2,86.3,1.2,9.53,28.5,2.3,3989.2,9,0,89.3,Excessive_Swing_Speed,1,Medium
2026-01-05 14:56:00,Excavator,CAT_003,OP_022,Trenching,Medium,Wet,1629.4,75.5,277.0,58.9,20.31,32.1,1.72,3.84,1.004,0.704,0.649,4.62,2.75,2.0,82.8,1.67,4.96,31.9,9.8,2010.1,10,1,100.5,Normal,0,Normal
2026-01-05 14:57:00,Excavator,CAT_018,OP_008,Loading,Medium,Dry,1911.5,80.0,328.9,65.9,22.32,68.6,3.27,2.02,0.857,0.678,0.645,5.4,3.31,3.2,72.3,1.28,7.36,28.8,9.9,2456.9,56,0,113.3,Normal,0,Normal
2026-01-05 14:58:00,Excavator,CAT_006,OP_009,Trenching,Soft,Wet,1750.2,83.2,275.2,78.5,20.48,37.5,2.19,13.13,0.992,0.298,0.47,7.0,3.11,2.54,72.6,1.14,1.28,31.3,14.8,5550.8,21,1,40.2,Normal,0,Normal
2026-01-05 14:59:00,Excavator,CAT_004,OP_016,Excavation,Medium,Dry,1804.5,78.3,303.7,63.2,25.14,29.6,3.33,2.83,0.664,0.984,0.929,9.87,2.68,2.04,72.3,0.95,6.31,25.0,13.4,1585.3,25,0,67.3,Normal,0,Normal
2026-01-05 15:00:00,Excavator,CAT_007,OP_024,Excavation,Medium,Dry,2197.2,89.6,304.5,61.9,19.53,72.9,4.12,6.43,0.748,0.617,0.502,7.68,3.12,0.76,71.5,1.58,6.39,26.5,3.0,2916.9,27,0,72.3,Normal,0,Normal
2026-01-05 15:01:00,Excavator,CAT_001,OP_017,Trenching,Hard,Damp,1545.8,84.5,237.3,64.9,15.44,49.9,4.39,4.43,0.687,0.661,0.419,7.97,2.62,1.24,57.4,1.52,0.0,24.0,3.3,2872.8,40,2,111.1,Normal,0,Normal
2026-01-05 15:02:00,Excavator,CAT_004,OP_022,Excavation,Medium,Damp,1904.7,81.7,302.0,67.1,20.22,69.5,4.47,1.02,0.744,0.869,0.58,4.2,3.08,3.22,51.3,0.83,4.02,29.5,9.0,9604.8,17,0,94.6,Normal,0,Normal
2026-01-05 15:03:00,Excavator,CAT_012,OP_013,Loading,Hard,Dry,1829.9,83.2,275.8,60.2,19.18,37.3,5.28,3.28,0.699,0.768,0.746,8.29,2.34,2.73,62.0,1.59,0.0,29.5,12.8,3065.8,11,2,126.0,Normal,0,Normal
2026-01-05 15:04:00,Excavator,CAT_007,OP_004,Trenching,Hard,Dry,1740.9,83.0,325.3,82.3,22.55,64.4,2.94,2.87,1.011,0.889,0.741,7.32,2.24,2.65,72.8,1.63,7.05,32.8,5.3,8874.5,1,0,140.5,Normal,0,Normal
2026-01-05 15:05:00,Excavator,CAT_008,OP_029,Loading,Hard,Loose,1795.6,78.5,263.0,77.8,19.54,40.7,4.12,2.13,0.546,0.801,0.187,6.62,3.37,3.71,84.6,1.56,4.86,21.4,12.5,4815.2,34,1,86.8,Normal,0,Normal
2026-01-05 15:06:00,Excavator,CAT_017,OP_024,Trenching,Hard,Loose,1886.3,76.9,335.6,66.5,26.74,33.1,2.13,2.53,0.648,0.835,0.814,4.97,1.54,2.2,112.8,1.36,7.43,34.2,9.7,954.7,59,0,81.7,Bucket_Overloading,1,Medium
2026-01-05 15:07:00,Excavator,CAT_003,OP_002,Loading,Soft,Dry,1739.9,78.8,240.9,55.7,20.9,97.7,3.73,6.2,0.82,0.25,0.632,10.52,3.22,3.6,59.0,1.53,0.0,32.8,7.3,1389.8,13,0,104.6,Normal,0,Normal
2026-01-05 15:08:00,Excavator,CAT_008,OP_009,Excavation,Rocky,Dry,1965.3,82.5,299.2,46.8,26.76,33.6,5.02,4.26,0.8,0.498,0.248,9.85,0.71,3.36,45.1,1.61,3.23,33.5,7.9,6030.3,52,0,262.8,Low_Excavation_Productivity,1,Medium
2026-01-05 15:09:00,Excavator,CAT_004,OP_013,Trenching,Medium,Loose,1933.7,86.0,348.5,54.7,18.64,30.9,3.67,7.3,1.089,0.643,0.461,6.41,2.56,2.77,84.6,0.93,2.3,27.1,10.4,2845.9,48,0,61.2,Normal,0,Normal
2026-01-05 15:10:00,Excavator,CAT_010,OP_003,Excavation,Soft,Damp,1688.9,92.0,284.3,61.0,16.54,30.1,0.61,8.18,0.538,0.74,0.997,10.25,3.48,2.24,84.4,0.71,1.9,31.4,1.1,2547.2,59,0,92.5,Normal,0,Normal
2026-01-05 15:11:00,Excavator,CAT_007,OP_026,Digging,Soft,Dry,1912.4,87.2,287.5,66.4,21.71,31.3,2.59,4.29,1.67,1.532,1.669,6.19,2.92,1.16,41.1,0.79,4.1,37.5,13.3,5986.1,50,0,122.0,Aggressive_Boom_Movement,1,Medium
2026-01-05 15:12:00,Excavator,CAT_001,OP_006,Digging,Soft,Dry,1604.8,84.1,334.1,54.9,18.46,70.5,4.13,0.0,0.697,0.569,0.509,11.28,3.58,1.24,73.1,0.89,4.92,25.7,5.6,730.8,49,0,116.9,Normal,0,Normal
2026-01-05 15:13:00,Excavator,CAT_002,OP_007,Excavation,Medium,Damp,1748.9,81.1,216.0,60.9,19.12,52.8,2.37,12.33,0.442,0.798,0.772,3.85,1.89,2.58,65.8,1.18,3.93,26.3,5.9,8129.5,51,1,143.9,Normal,0,Normal
2026-01-05 15:14:00,Excavator,CAT_018,OP_010,Excavation,Hard,Dry,2082.8,81.5,277.8,64.3,21.73,66.9,3.35,2.65,0.591,0.868,0.686,4.56,3.58,2.23,96.1,0.69,1.15,28.5,4.6,6746.3,17,2,118.5,Normal,0,Normal
2026-01-05 15:15:00,Excavator,CAT_002,OP_029,Excavation,Hard,Dry,1757.0,79.8,315.9,59.1,19.93,48.1,3.02,5.13,0.411,0.827,0.444,8.42,2.75,2.08,62.1,0.66,0.55,28.1,2.5,2561.9,43,0,138.0,Normal,0,Normal
2026-01-05 15:16:00,Excavator,CAT_016,OP_007,Trenching,Medium,Dry,1929.6,72.7,262.9,61.8,23.82,53.2,2.93,1.35,0.675,0.618,0.308,10.74,0.81,2.12,68.3,1.2,9.18,35.1,6.1,2331.4,57,0,191.5,Low_Excavation_Productivity,1,Medium
2026-01-05 15:17:00,Excavator,CAT_019,OP_013,Excavation,Medium,Damp,1586.1,79.7,253.3,62.4,20.73,59.7,2.77,3.33,0.938,0.558,0.509,6.14,2.9,3.57,57.7,0.39,2.22,28.5,3.1,5217.4,27,0,112.4,Normal,0,Normal
2026-01-05 15:18:00,Excavator,CAT_010,OP_021,Trenching,Soft,Dry,1808.2,85.1,269.9,56.2,22.52,52.9,1.82,10.53,0.587,0.621,0.437,12.79,2.19,3.79,76.6,0.92,3.84,28.5,13.3,3281.4,40,1,85.9,Normal,0,Normal
2026-01-05 15:19:00,Excavator,CAT_007,OP_005,Excavation,Soft,Dry,1997.5,86.2,290.4,65.1,21.07,28.2,1.88,21.13,0.552,0.497,0.495,7.88,3.05,0.83,60.6,1.68,2.57,28.2,6.1,8125.0,50,0,84.7,Normal,0,Normal
2026-01-05 15:20:00,Excavator,CAT_016,OP_003,Digging,Medium,Dry,1798.7,87.8,297.5,62.1,22.29,73.3,1.39,3.04,0.829,0.576,0.515,8.08,2.8,0.52,77.0,0.68,3.53,24.2,10.1,2636.0,6,0,116.6,Normal,0,Normal
2026-01-05 15:21:00,Excavator,CAT_020,OP_003,Trenching,Hard,Damp,1728.7,77.0,299.9,61.3,20.97,65.9,2.55,2.71,0.607,0.857,1.058,4.61,2.68,2.74,73.5,1.32,1.68,27.6,1.7,5348.0,46,0,139.5,Normal,0,Normal
2026-01-05 15:22:00,Excavator,CAT_003,OP_006,Excavation,Soft,Damp,1855.4,80.3,232.9,59.3,21.53,89.0,1.98,3.84,0.864,0.529,0.313,5.05,2.91,1.93,65.4,1.67,5.08,33.5,4.8,2408.7,36,1,108.9,Normal,0,Normal
2026-01-05 15:23:00,Excavator,CAT_020,OP_010,Excavation,Hard,Wet,1688.4,82.9,240.5,59.2,21.16,26.4,0.98,2.17,0.588,0.625,0.932,5.55,4.48,1.71,68.3,1.29,8.53,29.1,14.9,3078.4,57,1,125.6,Normal,0,Normal
2026-01-05 15:24:00,Excavator,CAT_019,OP_029,Trenching,Hard,Dry,1816.2,74.5,299.0,52.1,21.09,76.2,1.08,2.42,0.372,0.406,0.884,5.39,1.19,2.67,73.2,1.54,2.18,33.7,3.9,4664.0,18,1,126.1,Normal,0,Normal
2026-01-05 15:25:00,Excavator,CAT_003,OP_028,Excavation,Medium,Damp,1913.1,84.0,238.1,60.0,21.14,37.2,2.53,0.28,0.728,0.537,0.412,6.3,2.04,2.85,52.6,1.4,10.01,27.8,9.8,1884.3,53,0,73.1,Normal,0,Normal
2026-01-05 15:26:00,Excavator,CAT_002,OP_018,Trenching,Hard,Dry,2030.4,80.1,328.5,59.9,27.05,91.7,2.3,6.24,0.721,0.574,0.692,9.09,3.43,3.1,68.2,0.95,0.0,31.3,5.9,4571.2,25,0,12.6,Normal,0,Normal
2026-01-05 15:27:00,Excavator,CAT_015,OP_029,Loading,Hard,Dry,1933.1,91.4,238.1,65.8,20.78,65.1,3.99,7.64,0.9,0.753,0.257,6.66,2.25,3.47,55.9,1.17,3.79,25.1,12.4,4506.5,28,1,48.2,Normal,0,Normal
2026-01-05 15:28:00,Excavator,CAT_002,OP_001,Excavation,Rocky,Damp,1841.9,87.3,284.4,59.2,20.26,79.4,2.43,3.9,0.603,0.739,0.67,5.14,4.4,3.65,60.2,4.58,5.6,26.5,4.6,1455.8,16,0,81.2,Abnormal_Vibration,1,High
2026-01-05 15:29:00,Excavator,CAT_013,OP_017,Digging,Soft,Damp,1684.3,86.1,311.0,55.9,21.39,54.6,1.36,3.35,0.572,0.588,0.619,8.0,3.62,2.67,77.8,1.53,3.32,34.8,7.5,7554.0,6,0,54.7,Normal,0,Normal
2026-01-05 15:30:00,Excavator,CAT_002,OP_014,Excavation,Hard,Dry,1781.5,76.0,276.2,66.9,18.69,43.2,3.08,4.58,0.779,0.498,0.535,6.35,3.44,1.27,62.6,1.51,9.23,35.3,1.5,8117.6,22,0,116.5,Normal,0,Normal
2026-01-05 15:31:00,Excavator,CAT_014,OP_004,Excavation,Medium,Dry,1862.1,83.0,261.2,58.1,19.85,81.7,2.21,2.43,0.576,0.696,0.599,7.94,2.25,2.33,92.9,1.72,1.82,28.2,14.2,4829.4,6,0,67.9,Normal,0,Normal
2026-01-05 15:32:00,Excavator,CAT_005,OP_017,Excavation,Medium,Damp,1766.0,80.6,282.4,57.7,17.05,36.2,2.51,6.34,0.752,0.666,0.928,9.64,3.22,2.72,64.4,0.66,5.8,27.0,3.0,4423.2,44,0,101.3,Normal,0,Normal
2026-01-05 15:33:00,Excavator,CAT_002,OP_014,Loading,Hard,Dry,1860.4,79.0,231.8,67.4,20.0,80.7,1.38,1.15,0.936,0.688,0.668,12.05,3.35,3.43,66.4,1.06,2.42,29.9,14.4,5120.0,7,0,100.6,Normal,0,Normal
2026-01-05 15:34:00,Excavator,CAT_002,OP_023,Digging,Medium,Wet,1540.8,87.3,339.5,53.0,16.43,30.2,3.94,0.89,0.751,0.756,0.637,10.35,3.44,2.43,71.4,0.83,3.43,27.3,8.2,4520.2,3,1,136.3,Normal,0,Normal
2026-01-05 15:35:00,Excavator,CAT_004,OP_013,Trenching,Medium,Dry,1644.4,85.6,265.0,63.5,17.98,30.1,3.55,1.09,0.584,1.013,0.837,5.88,2.76,1.77,86.7,1.52,7.82,19.6,9.1,852.6,25,0,185.2,Normal,0,Normal
2026-01-05 15:36:00,Excavator,CAT_011,OP_013,Trenching,Soft,Dry,1949.6,78.7,221.8,65.0,20.54,89.6,0.74,3.66,0.424,0.733,0.536,7.3,2.35,2.72,78.4,1.06,3.47,26.2,12.9,9546.4,13,0,84.0,Normal,0,Normal
2026-01-05 15:37:00,Excavator,CAT_002,OP_007,Excavation,Hard,Dry,1921.6,90.3,333.7,59.8,20.4,31.5,3.47,1.58,0.533,0.77,0.549,12.96,3.44,2.97,49.5,1.45,1.65,33.2,12.6,4104.9,28,0,55.3,Normal,0,Normal
2026-01-05 15:38:00,Excavator,CAT_017,OP_015,Excavation,Soft,Dry,1884.3,79.0,252.9,59.9,16.71,72.2,3.97,10.59,0.736,0.923,0.811,9.07,2.61,2.19,69.7,0.72,8.94,26.9,11.6,9840.5,57,1,59.3,Normal,0,Normal
2026-01-05 15:39:00,Excavator,CAT_013,OP_003,Excavation,Hard,Damp,1854.4,79.4,218.7,53.2,20.35,78.7,4.33,2.02,1.103,0.866,1.119,6.61,2.76,2.47,74.7,0.88,1.62,35.7,3.1,3117.3,25,0,93.4,Normal,0,Normal
2026-01-05 15:40:00,Excavator,CAT_006,OP_017,Digging,Hard,Loose,1845.3,88.1,207.4,55.6,20.4,85.4,3.63,0.95,0.709,0.865,0.331,7.86,1.45,2.83,76.6,1.45,1.5,24.0,12.6,5858.4,57,0,96.9,Normal,0,Normal
2026-01-05 15:41:00,Excavator,CAT_020,OP_012,Loading,Hard,Dry,1721.4,79.9,263.9,59.6,21.16,70.7,2.46,1.9,0.734,0.774,0.386,7.33,2.54,3.36,75.8,0.63,3.27,31.5,6.8,1305.2,57,0,104.0,Normal,0,Normal
2026-01-05 15:42:00,Excavator,CAT_014,OP_009,Excavation,Medium,Dry,1981.7,81.5,271.6,58.1,21.47,83.2,4.71,3.95,1.215,0.833,0.733,12.9,3.29,3.14,63.6,1.62,0.0,38.5,14.2,8179.4,5,1,33.4,Normal,0,Normal
2026-01-05 15:43:00,Excavator,CAT_014,OP_012,Digging,Hard,Wet,2003.3,71.3,173.0,62.6,21.81,60.6,0.2,1.48,0.456,0.568,0.867,5.6,2.96,2.53,69.9,1.33,6.21,29.2,4.7,5137.6,24,1,72.1,Normal,0,Normal
2026-01-05 15:44:00,Excavator,CAT_004,OP_027,Excavation,Soft,Dry,1872.2,83.2,240.8,70.0,17.34,61.2,1.63,4.5,0.711,0.848,0.774,11.17,3.77,1.35,71.5,1.77,3.59,39.0,3.9,4875.1,52,0,93.5,Normal,0,Normal
2026-01-05 15:45:00,Excavator,CAT_015,OP_022,Trenching,Hard,Dry,1705.5,79.8,251.1,59.5,21.12,61.8,3.72,7.73,0.551,0.702,0.698,7.02,2.92,1.8,62.9,0.96,7.26,30.4,5.7,9054.2,7,0,115.6,Normal,0,Normal
2026-01-05 15:46:00,Excavator,CAT_012,OP_026,Trenching,Medium,Loose,1952.1,86.7,268.6,67.4,23.21,42.0,4.33,2.15,0.825,0.702,0.684,9.95,3.35,2.9,61.1,1.04,0.0,31.4,8.6,2363.7,55,0,107.2,Normal,0,Normal
2026-01-05 15:47:00,Excavator,CAT_020,OP_012,Excavation,Hard,Damp,1822.2,89.2,303.6,55.6,19.51,42.6,3.14,0.51,0.783,0.758,0.238,7.18,3.46,0.2,67.2,1.87,5.99,26.6,2.5,7331.7,35,0,96.4,Normal,0,Normal
2026-01-05 15:48:00,Excavator,CAT_010,OP_012,Loading,Hard,Dry,1866.3,81.7,238.1,61.9,21.0,80.1,3.34,1.02,0.722,0.678,0.633,6.29,3.38,3.77,86.0,1.37,2.47,31.5,2.3,2587.8,14,2,99.6,Normal,0,Normal
2026-01-05 15:49:00,Excavator,CAT_014,OP_001,Excavation,Medium,Damp,2150.5,84.7,290.3,58.4,21.73,33.7,2.95,0.64,0.506,0.426,0.391,8.67,2.41,2.83,64.4,0.36,5.43,21.0,14.9,2769.1,30,1,104.4,Normal,0,Normal
2026-01-05 15:50:00,Excavator,CAT_007,OP_021,Loading,Medium,Dry,1802.7,89.3,227.0,54.6,16.59,41.3,2.11,0.75,0.602,0.72,0.678,13.31,3.7,2.5,76.9,1.08,5.24,42.1,9.5,3600.9,18,1,84.4,Normal,0,Normal
2026-01-05 15:51:00,Excavator,CAT_001,OP_001,Excavation,Soft,Dry,1483.5,84.5,270.2,72.5,21.68,54.1,3.64,0.03,0.576,0.899,0.866,9.55,3.64,0.89,63.7,1.19,6.88,32.6,7.1,6627.8,56,0,178.9,Normal,0,Normal
2026-01-05 15:52:00,Excavator,CAT_003,OP_030,Excavation,Hard,Loose,2069.3,85.1,338.5,66.1,22.3,39.2,2.02,0.68,0.925,0.72,0.501,10.65,4.66,3.61,63.2,1.05,2.94,40.0,8.8,9035.7,47,1,45.6,Normal,0,Normal
2026-01-05 15:53:00,Excavator,CAT_018,OP_021,Excavation,Soft,Loose,2018.7,83.9,287.5,63.1,22.68,86.4,3.07,4.06,0.664,0.569,0.817,7.94,1.72,2.74,68.4,1.3,7.78,31.9,10.1,710.1,51,0,128.4,Normal,0,Normal
2026-01-05 15:54:00,Excavator,CAT_015,OP_014,Excavation,Soft,Dry,789.2,85.3,259.0,63.2,18.34,87.8,0.01,28.29,0.81,0.776,0.649,8.68,0.07,0.86,59.8,0.86,0.0,34.8,13.9,8584.2,6,0,45.7,Excessive_Idling,1,Medium
2026-01-05 15:55:00,Excavator,CAT_008,OP_020,Digging,Hard,Dry,1924.7,81.1,242.4,71.9,18.93,31.5,3.71,6.33,0.765,0.397,0.544,8.87,2.4,0.68,65.5,0.74,2.2,32.6,2.0,1763.1,19,0,121.5,Normal,0,Normal
2026-01-05 15:56:00,Excavator,CAT_014,OP_030,Loading,Soft,Damp,1689.6,75.8,259.0,62.3,22.1,37.1,2.41,14.79,0.607,0.842,0.584,6.24,2.24,1.62,69.4,0.87,3.91,29.5,8.6,4375.9,11,1,116.4,Normal,0,Normal
2026-01-05 15:57:00,Excavator,CAT_001,OP_005,Excavation,Medium,Dry,1747.2,83.0,297.9,83.6,22.23,85.1,4.06,1.63,0.663,0.55,0.589,7.94,2.92,3.13,67.5,0.74,0.0,25.8,1.5,6130.1,55,1,64.4,Normal,0,Normal
2026-01-05 15:58:00,Excavator,CAT_001,OP_023,Trenching,Medium,Dry,1725.0,78.0,283.6,53.6,22.47,70.6,0.77,1.82,0.825,0.61,0.667,1.71,3.2,2.43,60.1,1.63,1.38,35.0,6.7,9072.0,27,0,118.7,Normal,0,Normal
2026-01-05 15:59:00,Excavator,CAT_011,OP_026,Excavation,Medium,Dry,1927.8,89.5,194.0,53.2,19.07,80.9,1.65,9.17,0.767,0.553,0.458,9.18,3.59,1.92,65.2,1.99,5.05,29.2,14.4,1776.6,16,0,123.6,Normal,0,Normal
2026-01-05 16:00:00,Excavator,CAT_013,OP_018,Excavation,Medium,Damp,1965.3,81.4,278.9,60.3,21.06,62.6,3.63,3.94,0.811,0.686,0.681,9.26,2.68,1.64,67.0,1.67,0.27,23.3,6.7,8567.4,9,0,98.0,Normal,0,Normal
2026-01-05 16:01:00,Excavator,CAT_019,OP_020,Loading,Medium,Wet,1918.5,86.1,298.6,68.1,24.1,51.5,2.79,0.63,0.869,0.674,0.607,8.13,3.49,2.03,85.4,1.65,4.81,27.2,10.3,7067.0,12,0,40.3,Normal,0,Normal
2026-01-05 16:02:00,Excavator,CAT_016,OP_016,Loading,Medium,Dry,1632.2,85.0,344.1,85.7,18.41,85.4,0.0,1.26,1.459,0.916,0.542,12.25,3.28,2.58,90.6,0.85,5.34,30.5,3.1,8492.1,5,0,90.8,Hydraulic_Stress,1,Critical
2026-01-05 16:03:00,Excavator,CAT_006,OP_005,Excavation,Medium,Dry,1781.7,84.3,360.0,60.5,21.41,68.1,3.57,0.54,0.607,0.605,0.607,10.03,3.39,2.27,93.6,0.79,3.89,28.2,0.7,3294.6,28,0,99.6,Normal,0,Normal
2026-01-05 16:04:00,Excavator,CAT_017,OP_030,Digging,Soft,Wet,1772.8,80.8,329.4,65.9,24.9,88.5,1.73,8.95,0.498,0.642,0.569,4.89,3.4,2.28,75.9,1.86,2.53,30.0,8.0,685.2,48,0,71.6,Normal,0,Normal
2026-01-05 16:05:00,Excavator,CAT_010,OP_009,Trenching,Soft,Dry,1500.4,80.7,306.4,56.1,14.04,90.7,2.44,0.78,0.986,0.634,0.688,9.36,4.75,2.2,55.1,1.25,0.71,29.9,11.8,9968.0,4,0,78.0,Normal,0,Normal
2026-01-05 16:06:00,Excavator,CAT_017,OP_012,Excavation,Hard,Dry,1916.9,78.8,245.0,62.8,20.85,93.9,5.0,0.52,0.649,0.707,0.815,12.24,2.95,2.3,84.0,1.34,0.0,24.4,6.9,4783.0,30,0,54.5,Normal,0,Normal
