timestamp,machine_type,machine_id,operator_id,task_type,material_type,ground_condition,engine_rpm,engine_temperature_c,transmission_temperature_c,hydraulic_pressure_bar,hydraulic_oil_temperature_c,fuel_rate_lph,fuel_level_pct,vehicle_speed_kmh,idle_duration_min,bucket_load_pct,bucket_fill_ratio_pct,lift_height_m,forward_speed_kmh,reverse_speed_kmh,acceleration_mps2,braking_intensity,loading_cycles_per_hour,cycle_time_sec,tire_slip_pct,vibration_level,slope_deg,ambient_temperature_c,operator_experience_years,machine_hours,maintenance_due_days,previous_anomaly_count_1hr,anomaly_type,is_anomaly,severity
2026-01-07 05:31:00,Loader,CAT_001,OP_022,Loading,Gravel,Dry,1823.0,80.3,80.7,241.7,61.0,19.82,61.7,5.83,4.96,79.1,87.5,3.21,10.48,5.5,1.35,1.06,28.7,42.3,7.25,0.9,5.28,31.9,8.2,1089.2,14,0,Normal,0,Normal
2026-01-07 05:32:00,Loader,CAT_019,OP_026,Loading,Sand,Dry,1856.0,69.4,85.1,262.8,65.7,19.79,67.0,6.51,1.42,93.0,92.0,1.68,11.65,7.64,1.35,0.44,18.1,39.9,8.46,1.19,1.99,24.3,8.3,1389.6,32,0,Normal,0,Normal
2026-01-07 05:33:00,Loader,CAT_016,OP_026,Loading,Gravel,Dry,1776.2,78.9,75.7,253.7,57.0,20.54,85.6,7.87,0.89,77.3,81.6,1.6,9.65,5.3,1.11,0.69,29.6,30.2,8.8,1.76,0.34,33.6,5.6,4203.3,20,0,Normal,0,Normal
2026-01-07 05:34:00,Loader,CAT_017,OP_019,Material_Handling,Sand,Damp,1735.8,82.2,91.4,275.3,65.2,17.23,77.6,13.16,0.31,74.6,80.4,1.65,5.57,6.47,1.81,0.76,41.6,34.2,4.94,1.4,5.47,28.7,5.5,1299.0,7,0,Normal,0,Normal
2026-01-07 05:35:00,Loader,CAT_017,OP_027,Material_Handling,Soil,Dry,1761.9,83.4,83.4,236.4,57.0,15.62,67.6,3.24,5.46,64.1,60.0,2.43,11.32,8.13,1.76,0.85,29.2,31.2,4.99,1.23,5.45,33.3,8.6,1861.0,3,0,Normal,0,Normal
2026-01-07 05:36:00,Loader,CAT_014,OP_010,Stockpiling,Sand,Loose,1665.1,83.3,98.7,286.9,47.4,18.64,43.5,9.19,0.21,47.1,83.3,1.9,13.04,10.59,1.11,1.04,37.3,35.3,6.32,1.17,5.03,33.5,8.7,3048.2,19,0,Normal,0,Normal
2026-01-07 05:37:00,Loader,CAT_005,OP_007,Hauling,Sand,Damp,1687.4,76.4,73.1,297.9,61.6,19.42,90.6,8.93,2.54,81.1,78.7,1.05,6.81,6.55,1.0,1.34,26.2,51.3,3.56,1.5,5.83,31.4,1.6,6284.8,27,1,Normal,0,Normal
2026-01-07 05:38:00,Loader,CAT_015,OP_005,Loading,Sand,Damp,1771.3,77.8,94.0,268.5,63.2,16.34,82.1,12.29,6.03,68.5,73.0,1.85,10.92,9.32,0.86,1.1,20.0,39.5,8.32,2.02,2.06,27.7,8.1,2625.7,11,0,Normal,0,Normal
2026-01-07 05:39:00,Loader,CAT_020,OP_028,Loading,Gravel,Dry,1974.1,83.6,78.4,256.2,62.9,22.99,85.3,13.85,4.08,84.4,91.8,1.81,10.48,9.47,0.22,0.9,33.6,30.7,5.58,0.43,2.35,24.8,14.0,7633.2,57,0,Normal,0,Normal
2026-01-07 05:40:00,Loader,CAT_004,OP_003,Loading,Gravel,Dry,1758.3,79.7,84.3,229.3,54.0,22.43,87.8,5.73,1.78,84.5,63.1,1.67,10.78,6.3,1.82,0.32,26.1,35.4,4.19,1.39,1.75,33.3,9.7,7318.2,28,0,Normal,0,Normal
2026-01-07 05:41:00,Loader,CAT_003,OP_016,Loading,Gravel,Dry,1858.6,84.5,86.7,174.3,61.1,18.87,46.9,11.05,1.37,63.6,67.6,2.33,13.99,8.99,1.64,0.84,21.1,34.5,8.97,1.27,1.9,26.5,8.8,2878.7,34,3,Normal,0,Normal
2026-01-07 05:42:00,Loader,CAT_017,OP_012,Loading,Sand,Wet,1735.7,79.5,80.4,251.3,66.1,14.82,26.4,12.43,3.05,69.5,74.5,1.93,8.46,1.02,0.53,0.75,31.1,26.0,9.33,1.2,0.26,25.9,4.6,1149.5,24,0,Normal,0,Normal
2026-01-07 05:43:00,Loader,CAT_001,OP_027,Hauling,Rock,Dry,1910.2,78.7,84.5,279.9,58.7,22.04,29.0,3.63,2.32,106.5,56.0,1.89,3.24,5.39,1.84,0.73,37.4,40.1,5.94,0.81,3.29,32.5,11.7,7853.6,5,0,Normal,0,Normal
2026-01-07 05:44:00,Loader,CAT_001,OP_029,Loading,Gravel,Dry,1767.3,87.3,77.9,304.7,72.5,17.99,79.2,6.25,2.58,63.3,84.6,1.46,11.34,8.05,0.8,0.91,37.7,35.1,6.78,1.5,4.99,23.9,9.2,5336.6,33,0,Normal,0,Normal
2026-01-07 05:45:00,Loader,CAT_010,OP_007,Loading,Gravel,Loose,1831.6,78.2,79.5,266.5,72.8,20.64,97.6,6.33,9.72,84.4,79.0,1.45,7.45,4.15,1.68,1.21,35.9,30.2,4.6,1.23,2.74,29.7,12.2,2487.4,52,0,Normal,0,Normal
2026-01-07 05:46:00,Loader,CAT_015,OP_014,Stockpiling,Sand,Damp,1922.2,75.9,80.6,258.7,49.3,17.43,29.4,4.61,5.93,66.3,77.0,2.37,5.31,7.43,0.52,0.55,30.5,41.2,7.32,0.84,0.0,28.1,8.6,9481.2,8,0,Normal,0,Normal
2026-01-07 05:47:00,Loader,CAT_001,OP_004,Loading,Sand,Wet,1426.0,80.1,71.9,359.4,80.4,14.38,41.5,5.26,3.27,91.7,102.8,2.97,17.43,5.59,0.68,0.46,31.6,23.1,5.41,1.38,5.16,32.4,9.3,1242.6,13,0,Hydraulic_Stress,1,Low
2026-01-07 05:48:00,Loader,CAT_007,OP_021,Material_Handling,Coal,Dry,1818.1,79.1,88.7,258.5,71.9,19.68,68.5,8.12,4.41,61.8,67.4,2.37,7.41,7.66,1.06,1.08,27.1,38.0,6.11,1.38,7.41,32.1,3.8,617.2,16,0,Normal,0,Normal
2026-01-07 05:49:00,Loader,CAT_007,OP_004,Loading,Soil,Dry,1896.9,90.8,69.3,253.3,68.8,19.74,27.9,11.8,2.51,71.0,89.1,3.1,7.31,3.03,1.43,0.6,20.8,39.2,5.12,1.64,0.2,29.6,10.4,5904.0,59,0,Normal,0,Normal
2026-01-07 05:50:00,Loader,CAT_017,OP_020,Material_Handling,Soil,Dry,1754.6,84.0,82.4,244.1,64.4,15.96,68.2,0.11,4.19,75.6,89.0,1.83,6.75,7.19,1.38,1.41,25.9,33.6,5.15,1.4,2.3,26.9,1.5,5688.7,57,1,Normal,0,Normal
2026-01-07 05:51:00,Loader,CAT_010,OP_004,Stockpiling,Soil,Damp,1624.7,73.5,87.3,263.2,51.7,18.9,41.3,7.69,0.32,76.0,62.3,2.77,8.21,5.89,1.17,0.97,21.5,60.6,7.03,1.89,3.02,30.1,9.0,5776.6,28,0,Normal,0,Normal
2026-01-07 05:52:00,Loader,CAT_005,OP_022,Loading,Coal,Dry,1624.7,88.8,87.7,212.4,57.5,18.79,85.7,6.45,1.91,93.5,46.4,3.37,3.42,8.64,0.89,1.31,22.0,25.3,6.5,0.36,5.25,24.9,4.3,5638.1,1,0,Normal,0,Normal
2026-01-07 05:53:00,Loader,CAT_003,OP_006,Stockpiling,Soil,Wet,2101.6,87.5,114.9,267.7,63.1,16.84,87.5,9.89,8.14,58.5,88.2,3.71,5.76,8.41,0.92,1.27,34.1,25.6,4.87,1.25,1.11,28.0,0.8,2914.2,37,0,Transmission_Overheating,1,Critical
2026-01-07 05:54:00,Loader,CAT_001,OP_012,Loading,Coal,Damp,1478.9,80.9,81.2,196.2,61.0,17.23,38.4,9.94,1.3,58.7,79.1,0.44,9.86,4.8,1.15,1.44,20.9,33.2,3.7,1.35,0.0,39.3,8.6,3886.8,23,0,Normal,0,Normal
2026-01-07 05:55:00,Loader,CAT_015,OP_028,Stockpiling,Soil,Dry,1787.0,84.6,80.6,278.4,71.5,21.55,58.1,6.62,2.55,100.5,71.8,3.07,13.03,6.69,0.03,1.11,24.3,39.3,30.04,1.38,1.78,32.5,14.4,5912.1,56,1,Excessive_Tire_Slip,1,Medium
2026-01-07 05:56:00,Loader,CAT_006,OP_018,Stockpiling,Gravel,Wet,1685.7,76.9,73.3,279.1,56.5,17.99,72.0,8.45,4.46,57.3,80.8,1.85,8.19,4.5,1.72,1.78,25.0,43.7,2.13,1.1,2.59,25.1,5.7,8910.3,12,1,Normal,0,Normal
2026-01-07 05:57:00,Loader,CAT_007,OP_006,Stockpiling,Soil,Wet,1855.7,87.7,74.5,215.0,52.0,20.07,49.4,12.16,10.34,82.5,75.0,3.37,8.77,5.92,1.7,0.46,32.4,41.6,4.68,0.63,10.56,25.6,13.9,3654.9,25,0,Normal,0,Normal
2026-01-07 05:58:00,Loader,CAT_003,OP_017,Loading,Sand,Dry,2089.6,71.2,87.2,239.8,71.1,18.23,34.2,11.69,2.94,48.5,69.3,3.76,9.2,6.72,1.43,0.38,39.2,45.9,4.92,0.83,1.63,28.7,8.5,7441.5,5,0,Normal,0,Normal
2026-01-07 05:59:00,Loader,CAT_019,OP_015,Loading,Soil,Dry,1976.6,73.7,75.6,186.4,56.6,21.25,79.8,6.62,3.71,59.6,74.0,2.28,2.35,9.73,1.11,0.97,22.8,38.8,4.5,1.35,2.08,32.1,2.6,7801.8,56,0,Normal,0,Normal
2026-01-07 06:00:00,Loader,CAT_006,OP_001,Loading,Coal,Damp,1672.3,86.8,83.2,231.6,65.6,18.35,51.2,7.35,0.29,86.9,90.1,1.32,6.18,4.94,0.59,1.44,30.5,29.2,4.0,0.64,1.37,29.0,14.9,9035.5,39,1,Normal,0,Normal
2026-01-07 06:01:00,Loader,CAT_011,OP_021,Loading,Gravel,Dry,1787.2,89.0,87.7,287.4,56.8,18.91,33.4,8.05,6.8,53.7,70.5,2.36,10.0,5.97,1.11,0.72,21.4,40.7,4.64,1.52,4.02,34.3,6.8,1106.0,1,0,Normal,0,Normal
2026-01-07 06:02:00,Loader,CAT_003,OP_023,Loading,Soil,Dry,2291.6,75.1,79.2,275.8,53.9,22.28,58.6,9.42,1.34,48.3,74.1,2.93,8.83,5.07,1.28,1.81,27.8,47.8,2.01,1.3,5.06,39.8,2.4,6545.7,8,0,Normal,0,Normal
2026-01-07 06:03:00,Loader,CAT_004,OP_022,Loading,Gravel,Wet,1631.1,84.6,69.5,271.4,61.0,18.13,50.0,5.37,6.43,67.0,48.6,3.52,6.48,2.24,1.1,1.3,29.5,33.8,3.35,1.18,10.65,30.0,12.6,4084.9,56,0,Normal,0,Normal
2026-01-07 06:04:00,Loader,CAT_014,OP_003,Hauling,Sand,Damp,1891.1,79.6,83.6,274.5,71.2,22.47,51.1,12.7,7.11,75.3,72.7,2.56,6.83,4.25,1.74,0.95,20.9,33.6,10.6,1.45,0.24,36.6,9.3,7087.9,3,0,Normal,0,Normal
2026-01-07 06:05:00,Loader,CAT_020,OP_018,Loading,Gravel,Loose,1684.7,75.2,68.2,293.1,56.0,20.07,61.4,12.54,8.43,71.9,65.6,2.58,9.11,8.02,1.97,0.89,31.8,41.3,6.59,1.46,4.04,34.9,5.7,1215.9,41,1,Normal,0,Normal
2026-01-07 06:06:00,Loader,CAT_006,OP_029,Loading,Gravel,Wet,842.9,87.3,67.4,271.1,57.1,16.34,62.5,0.03,37.11,58.5,98.8,1.05,6.02,8.06,1.81,1.45,7.3,42.7,5.13,1.21,2.38,32.6,4.2,8639.8,10,0,Excessive_Idling,1,High
2026-01-07 06:07:00,Loader,CAT_019,OP_017,Loading,Gravel,Dry,1901.3,85.7,79.3,214.9,56.1,21.74,30.3,9.79,2.07,82.3,61.7,2.22,10.98,7.26,1.61,0.42,32.3,44.7,5.37,1.95,3.97,29.2,2.6,2618.5,6,0,Normal,0,Normal
2026-01-07 06:08:00,Loader,CAT_007,OP_007,Loading,Rock,Damp,2045.2,85.7,65.4,220.3,71.5,19.41,72.8,8.34,2.22,82.2,95.1,3.18,12.42,4.65,1.37,1.14,30.9,38.0,6.51,1.19,3.62,32.1,4.1,7190.9,6,0,Normal,0,Normal
2026-01-07 06:09:00,Loader,CAT_012,OP_003,Loading,Rock,Dry,1484.2,78.9,85.4,308.4,53.4,15.94,35.9,8.55,14.99,42.3,77.0,3.27,3.28,6.48,1.17,0.59,35.6,35.9,3.72,0.91,4.55,31.2,12.2,6447.0,23,0,Normal,0,Normal
2026-01-07 06:10:00,Loader,CAT_020,OP_030,Loading,Gravel,Damp,1651.8,77.9,77.0,305.4,49.6,17.05,43.5,14.6,4.73,68.2,57.7,2.01,7.38,8.67,1.75,0.48,39.0,32.7,1.4,1.2,3.71,28.3,6.4,3164.0,48,0,Normal,0,Normal
2026-01-07 06:11:00,Loader,CAT_018,OP_003,Stockpiling,Rock,Dry,1673.8,80.3,70.7,262.2,57.9,16.49,76.4,11.53,3.15,67.0,87.5,2.85,8.89,7.51,1.32,0.85,20.9,37.2,5.05,1.27,4.28,25.7,2.4,1119.6,50,0,Normal,0,Normal
2026-01-07 06:12:00,Loader,CAT_014,OP_004,Loading,Sand,Wet,1484.8,74.7,77.4,289.4,66.8,19.6,50.5,4.26,4.31,78.5,72.2,3.9,2.69,6.35,1.56,0.71,21.6,32.4,1.55,1.64,5.35,23.9,7.9,9899.6,44,1,Normal,0,Normal
2026-01-07 06:13:00,Loader,CAT_015,OP_026,Material_Handling,Gravel,Damp,1712.1,80.4,82.1,223.9,54.4,17.93,64.2,8.67,3.44,66.9,61.3,3.27,11.3,7.33,1.27,0.76,37.0,33.9,4.74,1.58,6.66,29.6,15.0,6497.1,2,0,Normal,0,Normal
2026-01-07 06:14:00,Loader,CAT_018,OP_018,Loading,Soil,Dry,1700.4,80.5,70.7,206.1,72.7,14.56,33.9,7.97,0.25,75.3,81.8,2.62,11.98,5.35,0.91,0.87,27.4,32.0,1.06,1.73,0.4,25.9,3.5,8225.6,27,0,Normal,0,Normal
2026-01-07 06:15:00,Loader,CAT_008,OP_029,Loading,Gravel,Dry,1544.4,84.8,83.9,258.3,58.3,17.01,69.9,5.0,1.48,74.9,96.4,2.96,8.57,9.19,1.12,1.43,37.1,47.0,4.38,0.85,1.19,36.1,10.5,1700.3,57,0,Normal,0,Normal
2026-01-07 06:16:00,Loader,CAT_001,OP_022,Hauling,Gravel,Dry,1770.3,80.4,71.1,253.7,73.9,20.46,56.7,7.77,15.34,93.4,64.0,1.72,7.22,4.26,1.6,0.65,28.5,50.1,6.05,0.97,4.69,32.7,8.0,3874.1,15,0,Normal,0,Normal
2026-01-07 06:17:00,Loader,CAT_010,OP_010,Material_Handling,Sand,Wet,1503.6,81.4,87.8,204.8,58.5,16.38,37.8,8.39,1.52,69.4,91.3,3.11,11.09,3.86,1.32,0.84,30.7,28.6,6.47,0.74,2.59,27.2,1.1,9023.9,31,0,Normal,0,Normal
2026-01-07 06:18:00,Loader,CAT_013,OP_016,Loading,Coal,Loose,1902.3,78.8,85.0,241.4,59.4,21.88,37.8,3.72,4.98,68.0,97.5,2.54,6.84,5.58,1.34,0.5,26.3,36.6,5.43,0.91,3.14,25.2,6.3,5031.0,47,0,Normal,0,Normal
2026-01-07 06:19:00,Loader,CAT_018,OP_012,Loading,Rock,Dry,1796.2,82.4,79.5,241.3,76.3,20.41,75.8,7.9,4.95,66.3,82.7,4.14,9.12,5.36,1.53,1.09,33.1,31.0,4.87,1.59,2.78,28.4,14.2,7420.2,11,0,Normal,0,Normal
2026-01-07 06:20:00,Loader,CAT_011,OP_005,Material_Handling,Rock,Dry,1506.2,77.9,72.2,202.4,59.2,16.26,74.0,11.48,5.94,73.0,75.9,1.99,2.93,7.4,0.65,0.96,36.9,24.2,7.95,1.45,1.69,30.2,10.6,1518.1,31,0,Normal,0,Normal
2026-01-07 06:21:00,Loader,CAT_003,OP_004,Hauling,Soil,Dry,2123.7,86.5,87.1,273.1,66.2,19.92,27.5,7.62,4.18,62.7,87.0,2.59,6.56,2.35,1.4,0.73,31.8,51.5,0.0,0.95,0.0,28.8,11.3,4961.9,2,2,Normal,0,Normal
2026-01-07 06:22:00,Loader,CAT_016,OP_011,Hauling,Sand,Dry,1794.9,83.0,77.6,248.3,44.4,18.41,43.7,8.26,2.66,87.6,65.3,2.82,8.99,4.55,1.53,0.65,22.7,26.0,4.93,0.2,6.81,24.0,4.7,8309.2,39,0,Normal,0,Normal
2026-01-07 06:23:00,Loader,CAT_013,OP_012,Loading,Soil,Dry,624.1,82.9,81.7,231.9,62.1,20.46,53.4,0.13,30.52,65.8,71.5,3.61,13.79,6.0,1.4,0.92,6.7,26.1,5.38,1.4,0.0,32.8,13.6,7731.1,42,0,Excessive_Idling,1,Medium
2026-01-07 06:24:00,Loader,CAT_017,OP_011,Loading,Soil,Loose,1900.8,82.1,76.6,242.2,58.3,19.66,51.2,8.61,0.88,74.9,71.0,2.18,9.46,5.81,1.12,0.95,31.5,51.9,5.21,0.83,1.29,31.6,2.7,9854.6,24,0,Normal,0,Normal
2026-01-07 06:25:00,Loader,CAT_013,OP_027,Hauling,Soil,Dry,2233.9,85.5,77.7,233.1,57.3,23.46,47.5,10.17,0.08,78.7,80.4,2.01,9.28,5.31,1.11,0.79,32.0,35.3,2.69,1.53,5.71,27.6,2.2,6526.5,32,0,Normal,0,Normal
2026-01-07 06:26:00,Loader,CAT_005,OP_015,Loading,Gravel,Damp,1595.8,86.7,83.8,283.8,66.3,17.43,59.2,8.9,3.1,107.1,106.5,2.21,13.6,5.7,1.6,0.33,28.0,30.5,4.15,1.53,3.47,33.1,11.2,1754.9,57,0,Normal,0,Normal
2026-01-07 06:27:00,Loader,CAT_001,OP_029,Loading,Sand,Dry,1770.5,79.0,84.6,242.2,57.8,19.95,33.5,9.95,1.97,72.3,87.1,2.24,12.21,6.57,0.98,0.81,27.6,51.5,3.87,0.98,2.68,29.5,5.1,7599.7,54,0,Normal,0,Normal
2026-01-07 06:28:00,Loader,CAT_019,OP_008,Loading,Soil,Dry,1756.9,86.0,84.0,296.4,55.2,18.48,27.6,10.4,2.21,75.0,69.1,1.77,8.97,4.83,1.74,1.07,28.8,42.0,7.58,1.64,6.23,21.7,12.2,960.4,11,1,Normal,0,Normal
2026-01-07 06:29:00,Loader,CAT_013,OP_030,Material_Handling,Gravel,Damp,2347.0,77.3,71.8,239.4,62.9,17.83,59.2,19.55,3.34,66.8,71.7,2.61,6.23,3.7,4.34,0.68,26.8,38.3,8.42,1.73,7.14,27.2,6.3,2149.8,56,0,Aggressive_Acceleration,1,Medium
2026-01-07 06:30:00,Loader,CAT_005,OP_026,Hauling,Gravel,Loose,2334.4,83.3,88.2,236.0,56.4,16.14,35.0,22.25,1.23,52.5,107.8,3.84,2.18,5.9,3.95,1.41,27.6,35.0,6.88,1.67,3.91,23.0,11.3,5478.1,20,1,Aggressive_Acceleration,1,Low
2026-01-07 06:31:00,Loader,CAT_018,OP_011,Loading,Sand,Dry,1575.7,80.4,80.0,262.6,49.7,15.35,92.0,5.87,4.1,94.6,67.9,2.44,4.3,4.36,1.39,0.14,32.0,36.4,33.85,0.85,1.85,34.6,8.2,7733.8,33,0,Excessive_Tire_Slip,1,Medium
2026-01-07 06:32:00,Loader,CAT_004,OP_021,Loading,Soil,Damp,1987.9,79.5,82.9,214.4,62.9,20.23,68.7,9.96,1.0,76.3,51.3,3.3,12.17,6.06,0.94,0.48,30.4,31.7,2.38,2.03,10.75,36.6,8.7,7142.0,32,0,Normal,0,Normal
2026-01-07 06:33:00,Loader,CAT_015,OP_018,Hauling,Rock,Dry,1681.2,85.8,72.0,231.3,55.3,27.83,74.9,0.8,0.91,61.2,80.9,1.94,10.15,4.59,1.44,1.25,15.8,97.0,6.42,0.85,0.03,32.5,7.4,8523.3,41,0,Inefficient_Loading_Cycle,1,High
2026-01-07 06:34:00,Loader,CAT_011,OP_020,Material_Handling,Rock,Loose,1388.2,84.9,75.7,146.9,76.0,17.21,43.1,6.18,11.87,78.8,91.6,4.26,3.57,8.66,2.1,1.28,34.8,34.4,3.08,0.87,0.33,33.8,9.3,6385.6,2,1,Normal,0,Normal
2026-01-07 06:35:00,Loader,CAT_005,OP_015,Hauling,Gravel,Dry,1573.5,88.8,87.5,176.4,61.4,14.55,98.0,10.12,1.11,82.3,62.9,3.22,9.88,2.9,1.4,0.28,36.0,45.4,2.86,1.36,0.38,27.5,2.5,3218.8,56,0,Normal,0,Normal
2026-01-07 06:36:00,Loader,CAT_003,OP_016,Stockpiling,Rock,Dry,1831.9,87.8,79.8,287.9,63.3,21.7,83.0,3.03,9.05,76.6,78.3,2.43,8.1,7.34,0.35,0.85,10.5,71.4,5.99,1.34,1.31,32.7,6.3,527.2,41,0,Inefficient_Loading_Cycle,1,High
2026-01-07 06:37:00,Loader,CAT_015,OP_030,Stockpiling,Soil,Damp,1927.8,87.0,85.1,211.4,53.4,21.31,73.2,7.35,1.53,64.9,63.7,0.95,5.48,6.31,0.97,1.84,32.6,41.0,5.58,2.1,2.43,25.0,11.5,6304.1,25,0,Normal,0,Normal
2026-01-07 06:38:00,Loader,CAT_012,OP_005,Hauling,Sand,Dry,1780.0,79.3,69.4,205.6,56.2,17.86,51.5,9.69,0.87,65.9,73.0,2.11,8.77,7.98,0.58,0.77,18.5,41.8,3.99,1.71,0.05,34.0,13.9,6971.1,49,0,Normal,0,Normal
2026-01-07 06:39:00,Loader,CAT_011,OP_006,Hauling,Soil,Dry,1573.7,84.0,77.3,338.8,93.3,17.7,78.9,7.71,1.48,105.4,69.8,2.5,9.04,3.28,0.69,1.17,27.8,41.2,2.81,2.23,0.0,21.2,6.5,4076.6,16,0,Hydraulic_Stress,1,Medium
2026-01-07 06:40:00,Loader,CAT_020,OP_025,Loading,Soil,Dry,1947.2,70.7,79.7,173.5,49.8,14.6,94.8,9.25,3.17,110.0,68.1,2.58,7.39,3.2,0.91,1.08,27.1,37.8,5.91,0.63,2.4,27.2,6.8,9628.3,56,0,Normal,0,Normal
2026-01-07 06:41:00,Loader,CAT_019,OP_014,Loading,Rock,Dry,1962.0,78.3,86.9,319.3,53.4,22.17,38.8,8.1,0.91,108.5,108.4,1.51,8.83,4.17,0.92,1.15,33.1,37.9,2.86,1.75,5.06,27.9,9.0,4057.2,36,0,Bucket_Overloading,1,Low
2026-01-07 06:42:00,Loader,CAT_004,OP_002,Loading,Coal,Damp,1951.1,79.9,70.7,330.9,93.6,25.07,71.5,9.86,3.87,104.6,61.3,3.26,6.94,6.94,0.41,0.07,29.0,26.8,6.8,0.79,6.07,27.4,4.9,7545.6,53,0,Hydraulic_Stress,1,Medium
2026-01-07 06:43:00,Loader,CAT_008,OP_005,Material_Handling,Soil,Dry,1753.0,86.7,75.9,213.3,58.8,17.73,82.3,11.62,5.12,67.1,97.2,2.22,5.68,6.9,1.26,0.71,24.2,39.3,4.84,1.59,2.16,30.0,6.1,5901.5,54,0,Normal,0,Normal
2026-01-07 06:44:00,Loader,CAT_016,OP_015,Hauling,Soil,Loose,1955.7,76.3,79.9,272.1,58.3,22.46,69.5,13.44,0.99,89.5,46.2,3.89,13.05,3.77,1.74,1.17,26.1,27.8,7.95,1.46,0.64,29.5,4.0,3094.4,9,0,Normal,0,Normal
2026-01-07 06:45:00,Loader,CAT_015,OP_022,Loading,Sand,Dry,1612.0,85.2,82.3,233.4,67.7,18.63,32.0,12.21,3.94,77.3,72.7,2.6,7.52,5.0,1.73,0.61,24.9,44.3,5.09,1.0,3.1,29.7,8.8,4065.9,14,0,Normal,0,Normal
2026-01-07 06:46:00,Loader,CAT_020,OP_009,Material_Handling,Soil,Damp,1777.7,90.3,73.0,205.6,58.8,19.46,95.5,7.9,1.96,83.6,73.1,4.0,10.27,5.84,1.16,1.18,26.5,30.3,4.38,0.98,2.35,34.1,10.5,2623.7,35,0,Normal,0,Normal
2026-01-07 06:47:00,Loader,CAT_002,OP_020,Loading,Gravel,Dry,1822.6,82.2,77.3,238.8,71.7,24.48,76.2,8.92,18.49,72.1,76.3,3.23,8.64,9.6,0.15,1.28,12.1,89.4,2.12,1.55,0.73,25.5,14.3,3129.1,7,0,Inefficient_Loading_Cycle,1,High
2026-01-07 06:48:00,Loader,CAT_017,OP_001,Loading,Rock,Dry,1818.6,76.2,72.5,268.6,59.0,19.62,86.4,6.83,0.07,102.0,68.3,1.74,13.75,4.11,1.05,0.36,24.1,27.3,22.32,1.38,2.65,36.2,9.8,4422.2,21,0,Excessive_Tire_Slip,1,High
2026-01-07 06:49:00,Loader,CAT_017,OP_008,Loading,Rock,Damp,1363.0,87.9,61.0,339.3,93.1,19.03,25.0,10.17,2.88,101.0,82.5,2.48,6.74,4.79,1.1,0.34,34.9,35.9,4.64,0.57,0.0,39.7,5.8,8943.2,15,0,Hydraulic_Stress,1,Medium
2026-01-07 06:50:00,Loader,CAT_003,OP_003,Loading,Rock,Damp,1930.3,81.0,88.5,299.3,62.8,17.04,59.3,5.71,2.45,85.2,72.3,3.53,10.61,6.7,1.18,0.92,30.7,43.7,6.4,0.93,6.83,27.6,11.6,8740.9,59,0,Normal,0,Normal
2026-01-07 06:51:00,Loader,CAT_013,OP_008,Stockpiling,Soil,Loose,1814.5,85.2,74.9,234.8,61.2,18.58,71.7,3.05,6.82,101.6,106.3,1.04,7.09,3.92,1.87,0.67,32.6,50.1,20.36,1.26,5.02,37.5,13.7,8356.7,20,0,Excessive_Tire_Slip,1,Medium
2026-01-07 06:52:00,Loader,CAT_017,OP_021,Loading,Gravel,Wet,1545.9,76.1,76.2,270.8,60.8,17.12,77.0,12.87,5.74,70.9,90.8,2.62,7.19,3.9,1.32,0.92,12.5,38.0,6.16,0.88,0.48,32.4,6.0,2001.0,15,0,Normal,0,Normal
2026-01-07 06:53:00,Loader,CAT_018,OP_029,Material_Handling,Gravel,Damp,1842.6,80.4,88.5,255.0,57.2,16.89,36.0,8.81,7.34,85.9,93.6,2.88,8.11,4.87,1.76,1.45,31.0,35.3,2.57,1.45,2.75,27.9,3.1,6761.2,23,0,Normal,0,Normal
2026-01-07 06:54:00,Loader,CAT_011,OP_019,Material_Handling,Sand,Damp,1940.4,82.2,65.3,266.5,62.7,23.3,33.5,6.82,5.24,73.4,94.5,3.91,11.72,6.03,1.56,0.84,36.2,31.1,5.88,1.2,6.38,31.7,2.5,2753.1,44,0,Normal,0,Normal
2026-01-07 06:55:00,Loader,CAT_007,OP_006,Hauling,Gravel,Dry,1495.0,75.7,72.1,359.9,83.4,21.15,80.0,8.56,3.99,92.9,81.9,1.66,13.35,8.57,1.43,0.61,28.2,43.9,8.07,1.93,4.2,31.9,13.7,619.0,12,0,Hydraulic_Stress,1,High
2026-01-07 06:56:00,Loader,CAT_004,OP_004,Hauling,Soil,Damp,1781.2,76.5,67.6,257.9,75.9,28.91,82.8,2.39,0.89,41.6,88.7,2.76,8.73,5.19,1.63,1.52,13.5,102.6,6.2,0.47,7.41,33.2,3.6,5903.5,38,0,Inefficient_Loading_Cycle,1,Low
2026-01-07 06:57:00,Loader,CAT_005,OP_016,Loading,Soil,Wet,1744.3,75.0,87.6,222.4,57.8,18.48,88.2,4.5,7.47,72.9,90.1,2.71,9.23,3.78,0.93,1.53,20.0,30.4,6.45,1.28,0.0,29.8,1.3,6697.4,11,0,Normal,0,Normal
2026-01-07 06:58:00,Loader,CAT_014,OP_027,Loading,Coal,Wet,1766.4,76.3,78.6,326.0,67.7,22.75,85.0,7.9,1.28,70.8,83.2,3.12,6.55,2.32,1.67,1.5,27.2,39.1,3.77,1.54,0.0,18.4,4.0,9499.4,44,1,Normal,0,Normal
